CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod,NumComplaints,Churn,ChurnProb,RiskTier,ChurnPred
C02643,Male,39,0,No,No,15,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,No,62.97,964.3,Credit card,5,1,,Unknown,
C02644,Female,49,0,No,No,34,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,82.58,2811.23,Mailed check,0,0,,Unknown,
C02645,Male,69,1,No,No,33,Yes,Fiber optic,Yes,No,No,One year,Yes,85.45,2823.9,Electronic check,1,0,,Unknown,
C02646,Male,73,1,No,Yes,1,No,Fiber optic,Yes,No,Yes,Month-to-month,No,93.19,100.43,Electronic check,6,1,,Unknown,
C02647,Male,67,1,Yes,Yes,41,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,59.03,2436.76,Electronic check,2,1,,Unknown,
C02648,Male,24,0,No,Yes,56,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,73.86,4133.01,Electronic check,2,0,,Unknown,
C02649,Male,35,0,Yes,No,67,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,84.49,5663.58,Bank transfer,5,1,,Unknown,
C02650,Female,61,0,No,No,24,No,Fiber optic,Yes,No,Yes,One year,Yes,96.63,2321.43,Electronic check,7,1,,Unknown,
C02651,Male,49,0,Yes,Yes,63,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,93.65,5871.34,Electronic check,0,0,0.0371,Low,0.0
C02652,Male,37,0,No,No,63,Yes,Fiber optic,No internet service,No internet service,Yes,One year,Yes,72.61,4561.42,Bank transfer,2,0,0.0511,Low,0.0
C02653,Female,35,0,No,No,71,Yes,Fiber optic,Yes,Yes,No,One year,No,87.79,6252.67,Credit card,1,0,,Unknown,
C02654,Male,24,0,No,Yes,27,Yes,DSL,No,Yes,No,One year,Yes,66.22,1826.99,Electronic check,0,0,,Unknown,
C02655,Male,36,0,No,Yes,61,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,73.81,4503.63,Bank transfer,1,0,,Unknown,
C02656,Female,42,0,No,No,41,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,75.32,3085.7,Electronic check,3,0,0.253,Low,0.0
C02657,Female,41,0,No,No,5,No,DSL,No internet service,No,No internet service,One year,Yes,50.53,241.45,Mailed check,2,0,0.0833,Low,0.0
C02658,Male,49,0,No,No,20,Yes,DSL,Yes,No,Yes,One year,Yes,39.11,733.63,Mailed check,1,0,0.0722,Low,0.0
C02659,Male,33,0,Yes,Yes,48,No,DSL,No internet service,No,No,Month-to-month,Yes,88.09,4259.38,Electronic check,3,0,,Unknown,
C02660,Male,29,0,No,No,12,Yes,Fiber optic,Yes,No,No,Month-to-month,No,73.99,872.06,Electronic check,2,1,,Unknown,
C02661,Female,68,1,Yes,Yes,31,Yes,DSL,No,No,Yes,Two year,Yes,44.54,1347.23,Bank transfer,1,0,,Unknown,
C02662,Male,41,0,No,No,56,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,22.14,1245.74,Bank transfer,2,0,0.0918,Low,0.0
C02663,Female,32,0,No,No,11,No,No,No,No,No,Month-to-month,Yes,33.04,363.28,Electronic check,2,0,,Unknown,
C02664,Male,54,0,Yes,No,36,Yes,No,Yes,No internet service,No internet service,Two year,Yes,30.15,1128.16,Bank transfer,2,0,,Unknown,
C02665,Male,48,0,No,Yes,16,Yes,DSL,No,Yes,Yes,Two year,Yes,45.76,741.89,Electronic check,2,0,,Unknown,
C02666,Female,50,0,Yes,Yes,39,No,Fiber optic,Yes,No,No,Month-to-month,No,68.84,2716.52,Electronic check,1,0,,Unknown,
C02667,Male,30,0,No,No,18,Yes,No,No internet service,Yes,No,Two year,Yes,18.0,338.34,Mailed check,2,0,0.0985,Low,0.0
C02668,Male,59,0,No,Yes,69,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,85.85,5911.87,Bank transfer,0,0,,Unknown,
C02669,Female,28,0,No,No,6,Yes,DSL,Yes,No,No internet service,Two year,Yes,42.96,308.06,Electronic check,6,1,,Unknown,
C02670,Female,65,1,No,Yes,69,Yes,No,No,Yes,No internet service,One year,No,18.0,1274.62,Bank transfer,0,0,,Unknown,
C02671,Male,42,0,Yes,Yes,57,Yes,Fiber optic,No,No,No,Month-to-month,No,84.43,4823.98,Mailed check,3,0,,Unknown,
C02672,Female,41,0,Yes,No,61,Yes,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,79.64,4880.35,Bank transfer,3,0,,Unknown,
C02673,Female,40,0,No,Yes,61,Yes,No,No internet service,No internet service,Yes,Two year,Yes,18.0,1105.12,Credit card,1,0,0.0224,Low,0.0
C02674,Female,42,0,Yes,No,14,Yes,No,No,Yes,No,Month-to-month,No,28.92,409.65,Electronic check,0,0,,Unknown,
C02675,Male,55,0,Yes,No,67,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,87.09,5845.2,Electronic check,3,0,,Unknown,
C02676,Female,46,0,Yes,Yes,43,Yes,DSL,Yes,No internet service,No internet service,One year,Yes,53.51,2343.32,Bank transfer,3,0,,Unknown,
C02677,Male,25,0,Yes,No,69,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,101.56,7032.27,Mailed check,3,1,,Unknown,
C02678,Female,50,0,No,No,63,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,90.31,5689.38,Credit card,0,0,0.0693,Low,0.0
C02679,Female,33,0,Yes,No,42,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,43.92,1849.22,Mailed check,1,0,,Unknown,
C02680,Male,24,0,Yes,No,27,Yes,Fiber optic,No,No,Yes,Two year,Yes,76.64,2037.98,Electronic check,1,0,0.0226,Low,0.0
C02681,Female,65,1,No,No,9,Yes,Fiber optic,No,No,No,Month-to-month,Yes,111.94,1010.45,Electronic check,0,0,0.1287,Low,0.0
C02682,Male,35,0,No,No,8,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,85.36,695.5,Electronic check,2,0,,Unknown,
C02683,Male,51,0,Yes,No,28,Yes,No,Yes,No,Yes,One year,No,25.43,720.46,Mailed check,3,0,,Unknown,
C02684,Female,27,0,No,No,58,No,No,No,No,No,Month-to-month,Yes,18.76,1092.29,Credit card,1,0,,Unknown,
C02685,Female,37,0,Yes,No,36,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,48.23,1723.02,Mailed check,2,0,,Unknown,
C02686,Female,39,0,No,Yes,35,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,84.03,2959.42,Mailed check,2,0,,Unknown,
C02687,Female,25,0,Yes,Yes,18,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,72.48,1325.15,Credit card,5,1,,Unknown,
C02688,Female,73,1,Yes,Yes,41,Yes,Fiber optic,No internet service,Yes,No,Two year,No,80.64,3308.16,Electronic check,3,0,,Unknown,
C02689,Male,35,0,Yes,Yes,46,No,DSL,No,No,No,Month-to-month,Yes,41.35,1904.11,Mailed check,3,0,,Unknown,
C02690,Female,51,0,No,No,70,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,73.54,5147.66,Electronic check,2,0,,Unknown,
C02691,Male,50,0,Yes,No,52,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,40.83,2129.4,Electronic check,3,0,,Unknown,
C02692,Male,42,0,Yes,Yes,44,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,70.72,3122.24,Mailed check,1,1,0.0221,Low,0.0
C02693,Male,51,0,No,No,65,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,30.25,1933.23,Bank transfer,1,0,,Unknown,
C02694,Male,50,0,Yes,No,31,Yes,No,No,Yes,Yes,Month-to-month,Yes,24.09,737.38,Electronic check,0,0,,Unknown,
C02695,Male,22,0,No,No,67,Yes,No,No,No,No internet service,One year,Yes,27.14,1792.73,Electronic check,1,0,,Unknown,
C02696,Female,56,0,Yes,No,27,Yes,No,No internet service,Yes,No,Month-to-month,Yes,29.48,785.14,Bank transfer,3,0,,Unknown,
C02697,Female,24,0,Yes,No,10,Yes,Fiber optic,No,No internet service,No internet service,One year,No,87.59,900.33,Mailed check,2,0,,Unknown,
C02698,Male,42,0,Yes,No,30,No,No,Yes,No,Yes,Month-to-month,Yes,32.57,957.18,Bank transfer,1,0,,Unknown,
C02699,Male,38,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,Two year,Yes,22.08,188.89,Electronic check,1,0,,Unknown,
C02700,Female,43,0,Yes,Yes,9,Yes,Fiber optic,Yes,No,No internet service,One year,No,81.33,705.34,Mailed check,2,0,,Unknown,
C02701,Male,22,0,No,No,63,Yes,DSL,Yes,No,No,Two year,Yes,42.96,2711.58,Bank transfer,0,0,,Unknown,
C02702,Female,57,0,No,Yes,57,Yes,DSL,No,Yes,No internet service,Two year,No,56.07,3210.36,Credit card,2,0,,Unknown,
C02703,Female,41,0,Yes,Yes,16,Yes,Fiber optic,No,No,Yes,One year,Yes,75.52,1208.84,Electronic check,3,0,,Unknown,
C02704,Male,21,0,Yes,Yes,60,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,62.85,3728.97,Bank transfer,1,0,,Unknown,
C02705,Female,18,0,No,No,5,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes,82.75,399.53,Bank transfer,4,1,0.9847,High,1.0
C02706,Female,48,0,Yes,No,21,Yes,No,No,Yes,Yes,One year,No,28.97,641.05,Electronic check,1,0,,Unknown,
C02707,Female,55,0,No,No,51,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,74.47,3799.74,Credit card,1,1,,Unknown,
C02708,Male,49,0,No,No,22,No,DSL,Yes,No,No,Month-to-month,No,66.44,1420.01,Bank transfer,2,0,0.4064,Medium,0.0
C02709,Female,59,0,Yes,No,52,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,65.21,3374.61,Credit card,3,0,0.1265,Low,0.0
C02710,Female,61,0,No,No,63,Yes,Fiber optic,No,No,No internet service,Two year,Yes,87.81,5490.08,Electronic check,0,0,,Unknown,
C02711,Male,67,1,No,No,5,Yes,DSL,No,No,Yes,Two year,Yes,48.54,232.95,Electronic check,2,0,,Unknown,
C02712,Female,74,1,No,Yes,2,Yes,No,No,No internet service,Yes,One year,No,18.0,38.25,Electronic check,6,1,,Unknown,
C02713,Female,68,1,No,Yes,67,Yes,No,Yes,No,No,One year,Yes,18.0,1202.74,Bank transfer,2,0,,Unknown,
C02714,Male,63,0,Yes,No,37,Yes,Fiber optic,No,No,No internet service,One year,No,92.17,3402.43,Mailed check,2,0,,Unknown,
C02715,Male,42,0,No,No,36,Yes,Fiber optic,No internet service,No,Yes,Two year,No,60.23,2210.05,Electronic check,2,0,,Unknown,
C02716,Female,46,0,Yes,No,33,Yes,No,No,No internet service,Yes,Month-to-month,No,18.79,624.4,Bank transfer,1,0,,Unknown,
C02717,Male,53,0,Yes,No,31,Yes,No,No,Yes,No,Month-to-month,No,23.9,733.81,Electronic check,2,0,,Unknown,
C02718,Female,27,0,No,No,49,Yes,Fiber optic,Yes,Yes,Yes,One year,No,92.37,4541.61,Bank transfer,4,1,,Unknown,
C02719,Male,56,0,Yes,Yes,42,Yes,No,Yes,No,No,Two year,Yes,29.15,1239.92,Credit card,0,0,,Unknown,
C02720,Female,51,0,No,No,12,No,Fiber optic,Yes,No,No,Two year,Yes,87.69,1060.49,Mailed check,1,0,,Unknown,
C02721,Female,47,0,No,No,45,Yes,DSL,No,Yes,No,Two year,Yes,53.51,2462.83,Bank transfer,3,0,0.051,Low,0.0
C02722,Female,65,1,No,No,48,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,75.26,3597.36,Electronic check,3,0,,Unknown,
C02723,Female,57,0,No,Yes,9,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,83.58,777.51,Bank transfer,0,0,,Unknown,
C02724,Male,71,1,No,Yes,27,No,No,No,No,No,Month-to-month,Yes,28.39,789.98,Mailed check,0,0,,Unknown,
C02725,Male,73,1,No,No,57,No,DSL,No,No,No internet service,Month-to-month,Yes,55.76,3149.06,Bank transfer,1,0,,Unknown,
C02726,Female,65,1,No,Yes,44,Yes,Fiber optic,Yes,No,No,One year,No,67.35,2974.5,Mailed check,2,0,,Unknown,
C02727,Female,34,0,No,Yes,10,Yes,Fiber optic,No,No,No,Month-to-month,Yes,78.03,761.06,Bank transfer,1,0,0.2213,Low,0.0
C02728,Male,28,0,No,No,3,No,No,No,Yes,No,Month-to-month,Yes,26.43,80.88,Electronic check,5,1,,Unknown,
C02729,Female,35,0,Yes,No,42,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,111.5,4707.99,Credit card,3,0,,Unknown,
C02730,Female,58,0,Yes,Yes,33,Yes,DSL,No,No,Yes,Two year,No,49.05,1621.59,Electronic check,2,0,,Unknown,
C02731,Male,67,1,Yes,No,69,Yes,No,No,No internet service,No,Month-to-month,Yes,30.75,2078.01,Bank transfer,2,0,0.0819,Low,0.0
C02732,Male,68,1,Yes,Yes,38,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,64.71,2474.82,Electronic check,0,0,,Unknown,
C02733,Female,56,0,Yes,No,67,Yes,No,No internet service,No,No,Month-to-month,Yes,19.76,1292.62,Bank transfer,2,0,,Unknown,
C02734,Female,56,0,No,No,16,Yes,No,No internet service,No internet service,No,One year,Yes,24.9,388.93,Bank transfer,1,1,,Unknown,
C02735,Male,72,1,No,No,32,Yes,DSL,No,No,No,One year,No,49.0,1592.73,Bank transfer,0,0,0.0179,Low,0.0
C02736,Female,57,0,No,Yes,10,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,18.0,156.63,Bank transfer,4,1,0.9929,High,1.0
C02737,Female,26,0,No,No,41,Yes,Fiber optic,No internet service,No,No,One year,No,75.01,3085.55,Mailed check,0,0,,Unknown,
C02738,Male,46,0,No,No,14,Yes,No,No internet service,No,Yes,One year,Yes,23.56,315.3,Mailed check,0,0,,Unknown,
C02739,Male,38,0,No,No,35,Yes,DSL,No,No,Yes,Month-to-month,Yes,46.94,1597.76,Bank transfer,0,0,,Unknown,
C02740,Female,54,0,No,No,25,Yes,No,No internet service,No,No internet service,Two year,Yes,19.26,466.94,Bank transfer,2,0,,Unknown,
C02741,Male,54,0,Yes,Yes,14,Yes,DSL,Yes,No,Yes,One year,Yes,52.04,715.27,Mailed check,2,0,,Unknown,
C02742,Male,34,0,No,Yes,7,Yes,DSL,No internet service,No,No,Month-to-month,Yes,57.02,373.28,Bank transfer,2,1,0.2476,Low,0.0
C02743,Male,35,0,Yes,No,37,Yes,No,Yes,No internet service,No,Month-to-month,No,21.66,801.89,Bank transfer,4,1,,Unknown,
C02744,Female,23,0,Yes,No,68,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,63.98,4351.92,Bank transfer,1,0,,Unknown,
C02745,Male,34,0,Yes,No,15,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,57.19,849.22,Bank transfer,3,0,,Unknown,
C02746,Female,65,1,No,Yes,29,Yes,No,No,No,No internet service,Month-to-month,No,22.84,654.19,Mailed check,3,0,0.2402,Low,0.0
C02747,Female,55,0,No,Yes,16,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,92.12,1487.41,Bank transfer,2,0,,Unknown,
C02748,Male,71,1,Yes,Yes,58,Yes,Fiber optic,No,No,Yes,Two year,No,80.62,4648.45,Bank transfer,1,0,,Unknown,
C02749,Male,70,1,No,Yes,30,Yes,No,No,No,Yes,Month-to-month,Yes,18.66,584.06,Credit card,3,1,0.2754,Low,0.0
C02750,Male,66,1,Yes,No,70,Yes,Fiber optic,No,No,Yes,One year,Yes,94.39,6594.54,Bank transfer,0,0,,Unknown,
C02751,Male,28,0,Yes,Yes,18,Yes,DSL,No internet service,No,No,One year,Yes,68.25,1221.35,Bank transfer,3,1,0.0594,Low,0.0
C02752,Female,37,0,Yes,No,6,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,106.38,619.5,Electronic check,3,0,,Unknown,
C02753,Female,21,0,Yes,Yes,42,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,68.78,2865.17,Mailed check,1,0,0.0141,Low,0.0
C02754,Female,23,0,No,No,47,Yes,DSL,No internet service,No,No,Month-to-month,No,66.0,3122.57,Bank transfer,2,0,,Unknown,
C02755,Female,31,0,Yes,No,71,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,86.49,6124.1,Mailed check,3,0,0.0565,Low,0.0
C02756,Female,33,0,Yes,Yes,62,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,76.65,4762.47,Bank transfer,6,1,,Unknown,
C02757,Female,18,0,Yes,Yes,63,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,62.44,3942.01,Electronic check,4,1,0.985,High,1.0
C02758,Female,66,1,No,No,46,Yes,DSL,No,Yes,No,Month-to-month,Yes,60.47,2776.41,Electronic check,2,1,,Unknown,
C02759,Male,48,0,No,Yes,26,Yes,No,No internet service,No,No,Month-to-month,Yes,18.0,490.54,Bank transfer,2,0,,Unknown,
C02760,Female,55,0,No,Yes,31,No,DSL,Yes,No,No internet service,Month-to-month,No,37.37,1160.4,Credit card,3,1,,Unknown,
C02761,Male,55,0,No,No,10,Yes,DSL,Yes,No,No,Month-to-month,No,41.78,373.83,Mailed check,3,1,0.3311,Medium,0.0
C02762,Female,73,1,No,No,31,Yes,No,No,No,Yes,Month-to-month,Yes,18.0,545.07,Electronic check,2,0,,Unknown,
C02763,Male,26,0,Yes,No,26,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,73.49,1966.54,Mailed check,2,0,,Unknown,
C02764,Female,37,0,Yes,Yes,3,Yes,No,No,Yes,Yes,Month-to-month,Yes,33.16,100.42,Credit card,2,0,,Unknown,
C02765,Female,35,0,No,Yes,15,Yes,No,No,No,Yes,Month-to-month,No,24.77,369.91,Electronic check,0,0,,Unknown,
C02766,Male,49,0,Yes,No,38,Yes,Fiber optic,Yes,No internet service,Yes,One year,Yes,87.12,3331.24,Credit card,2,0,,Unknown,
C02767,Female,47,0,Yes,No,27,No,Fiber optic,Yes,No,Yes,One year,Yes,84.82,2319.37,Bank transfer,3,0,0.0652,Low,0.0
C02768,Female,63,0,Yes,Yes,71,Yes,DSL,No,No internet service,No,Two year,Yes,65.38,4623.01,Credit card,1,0,0.0109,Low,0.0
C02769,Female,49,0,Yes,No,34,Yes,DSL,No,No,Yes,Two year,Yes,78.19,2659.0,Mailed check,0,0,0.0086,Low,0.0
C02770,Male,31,0,No,No,69,Yes,DSL,No internet service,No,No internet service,Two year,Yes,38.7,2670.36,Credit card,1,0,,Unknown,
C02771,Female,50,0,Yes,No,47,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,85.85,4005.87,Bank transfer,1,0,,Unknown,
C02772,Female,72,1,Yes,No,3,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,60.0,175.75,Electronic check,0,0,,Unknown,
C02773,Male,50,0,No,No,15,Yes,No,Yes,No,No,Month-to-month,Yes,18.0,274.42,Mailed check,2,0,0.299,Low,0.0
C02774,Male,51,0,No,No,51,Yes,DSL,No internet service,Yes,No internet service,Two year,Yes,43.28,2203.25,Mailed check,0,0,,Unknown,
C02775,Female,28,0,Yes,Yes,39,Yes,Fiber optic,No,No internet service,No,Two year,No,59.9,2376.85,Credit card,0,0,0.0095,Low,0.0
C02776,Male,18,0,Yes,No,22,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,57.27,1275.62,Credit card,0,0,,Unknown,
C02777,Male,29,0,Yes,No,38,Yes,DSL,No,Yes,Yes,Month-to-month,No,58.31,2222.58,Bank transfer,1,0,0.0528,Low,0.0
C02778,Female,19,0,Yes,No,65,Yes,No,Yes,Yes,Yes,Month-to-month,No,25.19,1638.28,Mailed check,1,0,0.0594,Low,0.0
C02779,Male,43,0,Yes,No,28,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,103.82,2922.42,Electronic check,0,0,,Unknown,
C02780,Male,68,1,Yes,Yes,4,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,103.8,410.49,Electronic check,1,0,,Unknown,
C02781,Male,43,0,No,No,23,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,76.03,1717.25,Electronic check,1,1,,Unknown,
C02782,Male,54,0,No,No,67,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,52.01,3459.49,Electronic check,3,0,,Unknown,
C02783,Male,66,1,No,No,55,Yes,No,No,No,Yes,Two year,Yes,30.38,1675.74,Electronic check,0,0,0.0224,Low,0.0
C02784,Female,61,0,No,No,60,Yes,Fiber optic,No,No,No,Two year,Yes,78.98,4764.65,Bank transfer,2,0,,Unknown,
C02785,Female,55,0,No,Yes,65,No,Fiber optic,No,No,Yes,Two year,Yes,77.51,5029.53,Credit card,2,0,,Unknown,
C02786,Female,62,0,No,No,9,Yes,DSL,No,No,No,Month-to-month,Yes,60.99,567.35,Bank transfer,2,0,,Unknown,
C02787,Male,33,0,No,No,21,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No,80.51,1699.89,Credit card,6,1,0.9981,High,1.0
C02788,Male,41,0,No,No,5,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes,56.55,306.53,Mailed check,0,0,,Unknown,
C02789,Female,40,0,No,Yes,1,Yes,DSL,No,No,No internet service,One year,No,66.92,44.24,Bank transfer,2,0,,Unknown,
C02790,Male,63,0,No,No,60,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,85.77,5123.07,Electronic check,1,0,,Unknown,
C02791,Female,41,0,No,Yes,67,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,87.73,5913.85,Electronic check,2,1,,Unknown,
C02792,Male,71,1,Yes,No,12,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,70.73,813.58,Electronic check,0,0,,Unknown,
C02793,Female,28,0,Yes,Yes,52,Yes,No,Yes,No,No internet service,Month-to-month,Yes,26.81,1401.65,Mailed check,3,0,,Unknown,
C02794,Female,27,0,Yes,No,38,Yes,DSL,Yes,No,Yes,Month-to-month,No,44.63,1728.09,Credit card,0,0,,Unknown,
C02795,Female,58,0,Yes,Yes,5,Yes,No,No internet service,Yes,No,Month-to-month,No,41.09,214.05,Mailed check,6,1,,Unknown,
C02796,Male,61,0,Yes,Yes,66,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,83.11,5514.13,Electronic check,5,1,,Unknown,
C02797,Male,56,0,Yes,No,62,Yes,DSL,No internet service,Yes,No,Month-to-month,No,46.4,2904.19,Electronic check,1,0,,Unknown,
C02798,Female,35,0,Yes,No,41,Yes,DSL,No,No,Yes,Month-to-month,No,55.98,2312.12,Mailed check,2,1,0.0793,Low,0.0
C02799,Male,18,0,No,No,51,Yes,Fiber optic,Yes,No,No,One year,No,74.54,3809.23,Bank transfer,4,1,,Unknown,
C02800,Female,36,0,Yes,No,29,Yes,Fiber optic,Yes,No,No,Month-to-month,No,88.75,2550.99,Credit card,2,0,,Unknown,
C02801,Male,44,0,Yes,No,57,Yes,Fiber optic,No,No,No internet service,Two year,No,71.42,4041.52,Credit card,3,0,,Unknown,
C02802,Female,41,0,Yes,No,32,No,Fiber optic,No internet service,No,No internet service,One year,Yes,85.26,2723.86,Mailed check,1,0,,Unknown,
C02803,Male,70,1,Yes,Yes,71,No,DSL,No,Yes,No internet service,Month-to-month,Yes,44.81,3144.22,Bank transfer,3,0,,Unknown,
C02804,Female,67,1,No,Yes,5,Yes,No,No,Yes,Yes,Month-to-month,Yes,39.42,209.2,Mailed check,6,1,,Unknown,
C02805,Female,62,0,No,No,13,Yes,No,No internet service,No,Yes,Month-to-month,No,21.7,331.04,Bank transfer,2,1,,Unknown,
C02806,Female,19,0,Yes,No,69,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,68.81,4748.49,Bank transfer,2,1,,Unknown,
C02807,Male,25,0,No,Yes,21,Yes,No,Yes,No,No,One year,No,34.04,722.36,Electronic check,0,0,0.03,Low,0.0
C02808,Male,42,0,Yes,No,23,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,No,86.59,1967.16,Electronic check,0,0,,Unknown,
C02809,Male,53,0,No,No,57,No,Fiber optic,No,Yes,Yes,Month-to-month,No,65.94,3756.13,Mailed check,1,0,,Unknown,
C02810,Female,56,0,No,No,14,Yes,Fiber optic,No,No,Yes,Month-to-month,No,90.55,1269.0,Electronic check,1,0,,Unknown,
C02811,Male,34,0,No,Yes,37,Yes,DSL,No internet service,No,Yes,Two year,Yes,58.08,2144.14,Credit card,2,0,,Unknown,
C02812,Female,24,0,Yes,No,21,Yes,DSL,No internet service,Yes,No,Month-to-month,No,52.53,1111.26,Credit card,2,1,0.1572,Low,0.0
C02813,Male,36,0,No,No,15,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,43.77,643.13,Electronic check,7,1,,Unknown,
C02814,Male,63,0,No,No,69,Yes,No,No,Yes,Yes,Month-to-month,Yes,25.28,1746.68,Electronic check,3,0,,Unknown,
C02815,Female,74,1,No,No,15,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,69.15,1046.88,Bank transfer,1,0,,Unknown,
C02816,Male,71,1,Yes,Yes,7,Yes,DSL,No internet service,Yes,No,Month-to-month,No,61.52,458.75,Mailed check,0,0,,Unknown,
C02817,Male,51,0,Yes,No,48,No,DSL,Yes,No,Yes,Two year,No,41.64,2000.47,Mailed check,3,0,0.0418,Low,0.0
C02818,Female,23,0,Yes,No,62,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes,71.18,4400.81,Mailed check,3,0,,Unknown,
C02819,Female,73,1,Yes,No,10,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,107.41,1071.06,Electronic check,7,1,,Unknown,
C02820,Female,26,0,No,No,51,Yes,DSL,No,No,No,Two year,Yes,71.81,3671.85,Bank transfer,0,0,0.0135,Low,0.0
C02821,Female,33,0,Yes,No,39,Yes,DSL,No,Yes,No,Month-to-month,Yes,51.5,1990.02,Credit card,1,0,,Unknown,
C02822,Female,73,1,Yes,Yes,59,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,100.5,5914.78,Mailed check,2,0,0.222,Low,0.0
C02823,Female,46,0,No,Yes,10,Yes,DSL,Yes,No,No internet service,Two year,Yes,47.5,477.46,Mailed check,3,0,0.0835,Low,0.0
C02824,Male,29,0,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,One year,No,78.19,5432.13,Electronic check,1,0,,Unknown,
C02825,Male,46,0,No,No,44,Yes,Fiber optic,No,No,Yes,One year,Yes,74.42,3271.86,Credit card,3,0,,Unknown,
C02826,Male,22,0,No,No,60,Yes,DSL,Yes,No internet service,No,Month-to-month,No,70.0,4190.66,Bank transfer,0,0,,Unknown,
C02827,Female,35,0,No,No,26,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,60.15,1575.57,Bank transfer,0,0,,Unknown,
C02828,Female,72,1,No,No,67,Yes,DSL,No,No,No,Two year,No,84.33,5631.99,Mailed check,0,0,0.0237,Low,0.0
C02829,Male,35,0,Yes,No,45,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,73.25,3287.34,Credit card,2,0,,Unknown,
C02830,Female,68,1,Yes,No,10,Yes,No,Yes,No internet service,Yes,Two year,Yes,23.48,233.86,Credit card,2,0,0.0589,Low,0.0
C02831,Male,48,0,No,No,66,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,85.68,5640.71,Electronic check,3,0,,Unknown,
C02832,Female,55,0,Yes,Yes,57,Yes,DSL,No,No internet service,Yes,Month-to-month,No,46.36,2622.11,Bank transfer,3,0,,Unknown,
