CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure
C03429,Female,46,0,Yes,No,56
C03430,Female,27,0,Yes,No,22
C03431,Male,27,0,Yes,Yes,18
C03432,Male,40,0,Yes,No,55
C03433,Male,30,0,Yes,No,15
C03434,Female,29,0,Yes,No,24
C03435,Male,69,1,Yes,No,17
C03436,Female,51,0,No,Yes,44
C03437,Female,18,0,No,No,21
C03438,Male,23,0,No,No,47
C03439,Male,64,0,Yes,No,67
C03440,Female,33,0,Yes,No,59
C03441,Male,26,0,No,Yes,68
C03442,Male,55,0,No,Yes,2
C03443,Male,65,1,No,No,33
C03444,Female,40,0,No,Yes,16
C03445,Male,60,0,No,No,66
C03446,Female,42,0,No,No,51
C03447,Male,24,0,Yes,Yes,23
C03448,Female,63,0,No,No,41
C03449,Female,70,1,No,No,43
C03450,Male,74,1,No,Yes,36
C03451,Female,23,0,Yes,No,34
C03452,Male,50,0,Yes,Yes,4
C03453,Male,53,0,Yes,No,33
C03454,Female,22,0,Yes,No,25
C03455,Male,72,1,No,No,59
C03456,Female,23,0,No,No,62
C03457,Female,33,0,Yes,No,54
C03458,Male,73,1,No,No,3
C03459,Male,49,0,Yes,Yes,60
C03460,Female,56,0,No,Yes,29
C03461,Male,46,0,Yes,Yes,30
C03462,Male,60,0,No,No,68
C03463,Male,22,0,No,No,62
C03464,Male,56,0,No,Yes,4
C03465,Female,21,0,No,No,26
C03466,Male,28,0,Yes,No,54
C03467,Female,46,0,No,Yes,39
C03468,Female,43,0,Yes,Yes,19
C03469,Female,26,0,Yes,No,38
C03470,Female,63,0,No,Yes,62
C03471,Female,35,0,No,No,16
C03472,Male,67,1,No,No,53
C03473,Male,18,0,Yes,No,53
C03474,Female,31,0,No,No,63
C03475,Male,34,0,Yes,Yes,22
C03476,Female,51,0,No,No,16
C03477,Male,40,0,No,No,39
C03478,Female,26,0,No,No,38
C03479,Female,50,0,No,No,30
C03480,Male,72,1,No,Yes,56
C03481,Female,25,0,Yes,No,57
C03482,Male,32,0,No,No,18
C03483,Male,45,0,No,No,57
C03484,Female,59,0,Yes,No,17
C03485,Female,25,0,Yes,No,29
C03486,Female,31,0,Yes,No,2
C03487,Male,31,0,No,No,25
C03488,Male,53,0,No,Yes,69
C03489,Male,22,0,No,No,32
C03490,Female,55,0,Yes,No,51
C03491,Male,42,0,Yes,No,8
C03492,Female,36,0,No,No,46
C03493,Female,67,1,Yes,Yes,27
C03494,Male,64,0,Yes,No,53
C03495,Female,63,0,Yes,Yes,66
C03496,Male,68,1,Yes,Yes,38
C03497,Male,31,0,Yes,No,8
C03498,Male,66,1,No,Yes,34
C03499,Female,28,0,Yes,No,9
C03500,Female,36,0,Yes,No,32
C03501,Female,49,0,No,No,5
C03502,Female,60,0,No,Yes,46
C03503,Female,50,0,No,Yes,23
C03504,Female,49,0,No,No,15
C03505,Female,39,0,No,No,2
C03506,Male,51,0,No,No,64
C03507,Male,45,0,No,No,60
C03508,Female,45,0,No,Yes,58
C03509,Female,51,0,No,No,5
C03510,Female,52,0,Yes,No,25
C03511,Female,36,0,Yes,Yes,69
C03512,Female,25,0,Yes,No,42
C03513,Female,35,0,Yes,Yes,10
C03514,Female,41,0,Yes,Yes,11
C03515,Male,27,0,No,No,19
C03516,Female,28,0,No,No,70
C03517,Female,72,1,Yes,No,13
C03518,Female,33,0,Yes,No,65
C03519,Female,60,0,Yes,No,49
C03520,Male,25,0,No,No,66
C03521,Male,73,1,Yes,No,59
C03522,Female,30,0,Yes,Yes,24
C03523,Female,40,0,Yes,No,59
C03524,Male,62,0,No,No,13
C03525,Male,29,0,Yes,No,21
C03526,Female,49,0,No,No,16
C03527,Male,62,0,No,No,10
C03528,Female,19,0,No,No,7
C03529,Male,19,0,No,Yes,14
C03530,Male,62,0,Yes,No,9
C03531,Female,32,0,Yes,Yes,28
C03532,Female,69,1,No,No,6
C03533,Female,70,1,Yes,No,5
C03534,Female,68,1,No,No,71
C03535,Male,74,1,No,No,7
C03536,Female,64,0,Yes,No,6
C03537,Female,39,0,Yes,No,3
C03538,Female,74,1,No,Yes,10
C03539,Male,37,0,No,Yes,38
C03540,Female,51,0,No,No,59
C03541,Male,18,0,Yes,No,53
C03542,Female,72,1,No,Yes,42
C03543,Female,51,0,Yes,No,7
C03544,Male,72,1,Yes,No,55
C03545,Female,38,0,No,No,3
C03546,Female,35,0,No,Yes,45
C03547,Female,47,0,Yes,No,30
C03548,Female,67,1,No,Yes,63
C03549,Female,49,0,Yes,Yes,22
C03550,Male,63,0,Yes,No,46
C03551,Female,30,0,Yes,No,32
C03552,Female,62,0,No,Yes,38
C03553,Male,59,0,Yes,Yes,67
C03554,Male,69,1,No,No,51
C03555,Male,21,0,Yes,No,30
C03556,Female,39,0,Yes,Yes,32
C03557,Male,23,0,Yes,Yes,51
C03558,Female,40,0,Yes,No,25
C03559,Female,61,0,No,Yes,12
C03560,Male,54,0,No,No,34
C03561,Female,60,0,No,No,5
C03562,Female,60,0,Yes,No,13
C03563,Female,74,1,No,No,30
C03564,Female,68,1,No,No,57
C03565,Male,51,0,Yes,Yes,56
C03566,Male,67,1,No,No,19
C03567,Male,20,0,No,Yes,30
C03568,Male,59,0,No,No,11
C03569,Female,47,0,No,Yes,54
C03570,Male,72,1,No,No,18
C03571,Female,46,0,No,Yes,57
C03572,Female,28,0,No,No,60
C03573,Male,59,0,No,No,49
C03574,Female,72,1,Yes,Yes,24
C03575,Male,18,0,No,No,68
C03576,Female,21,0,No,Yes,49
C03577,Male,55,0,Yes,No,46
C03578,Male,49,0,No,No,61
C03579,Male,49,0,No,No,63
C03580,Female,23,0,No,No,6
C03581,Male,50,0,No,No,63
C03582,Female,50,0,Yes,No,55
C03583,Male,66,1,No,No,15
C03584,Male,40,0,No,No,22
C03585,Female,37,0,No,No,54
C03586,Female,22,0,Yes,No,16
C03587,Male,50,0,Yes,Yes,33
C03588,Male,54,0,No,No,49
C03589,Male,34,0,Yes,Yes,47
C03590,Female,59,0,Yes,No,65
C03591,Male,71,1,No,No,8
C03592,Male,27,0,No,No,21
C03593,Female,50,0,No,Yes,70
C03594,Male,57,0,No,Yes,41
C03595,Male,19,0,No,No,18
C03596,Female,28,0,No,No,21
C03597,Male,40,0,No,No,25
C03598,Male,25,0,No,No,40
C03599,Male,38,0,No,Yes,21
C03600,Female,26,0,Yes,No,45
C03601,Female,69,1,Yes,No,32
C03602,Female,52,0,No,Yes,44
C03603,Female,36,0,No,No,12
C03604,Male,62,0,No,Yes,45
C03605,Male,19,0,No,Yes,66
C03606,Male,52,0,No,Yes,10
C03607,Male,56,0,Yes,No,24
C03608,Female,64,0,No,No,50
C03609,Male,30,0,No,Yes,44
C03610,Female,51,0,Yes,No,48
C03611,Female,61,0,No,No,40
C03612,Male,63,0,No,No,49
C03613,Female,28,0,No,Yes,44
C03614,Female,73,1,Yes,Yes,6
C03615,Male,33,0,Yes,Yes,54
C03616,Male,40,0,No,No,32
C03617,Male,28,0,No,No,4
C03618,Female,26,0,No,Yes,30
C03619,Female,32,0,Yes,No,31
C03620,Male,25,0,No,Yes,7
C03621,Female,59,0,Yes,Yes,71
C03622,Male,52,0,Yes,No,16
C03623,Male,40,0,Yes,Yes,24
C03624,Male,49,0,No,Yes,32
C03625,Male,52,0,No,No,60
C03626,Male,28,0,Yes,No,53
C03627,Male,34,0,No,No,55
C03628,Male,68,1,No,No,17
C03629,Female,18,0,No,No,61
C03630,Male,72,1,No,No,59
C03631,Female,72,1,No,No,33
C03632,Female,32,0,Yes,No,39
C03633,Female,36,0,Yes,Yes,3
C03634,Male,29,0,No,No,54
C03635,Female,49,0,No,Yes,69
C03636,Male,30,0,No,No,34
C03637,Male,63,0,No,No,39
C03638,Female,40,0,No,No,36
C03639,Male,73,1,No,No,6
C03640,Female,66,1,No,No,45
C03641,Male,40,0,Yes,Yes,52
C03642,Female,51,0,No,No,66
C03643,Female,19,0,No,Yes,67
C03644,Female,21,0,Yes,No,35
C03645,Female,46,0,Yes,No,69
C03646,Female,44,0,No,No,38
C03647,Male,40,0,No,No,46
C03648,Male,23,0,Yes,Yes,43
C03649,Male,65,1,Yes,Yes,71
C03650,Female,41,0,Yes,No,53
C03651,Female,44,0,Yes,Yes,9
C03652,Female,41,0,No,No,6
C03653,Female,46,0,No,No,30
C03654,Male,54,0,No,No,37
C03655,Female,61,0,Yes,Yes,48
C03656,Female,49,0,Yes,Yes,35
C03657,Male,27,0,Yes,No,37
C03658,Male,67,1,No,No,66
C03659,Female,34,0,No,No,24
C03660,Male,18,0,Yes,No,36
C03661,Female,20,0,No,No,40
C03662,Female,62,0,Yes,Yes,34
C03663,Female,40,0,Yes,No,69
C03664,Female,19,0,No,No,69
C03665,Female,64,0,Yes,No,37
C03666,Female,35,0,No,No,32
C03667,Female,73,1,Yes,No,42
C03668,Male,68,1,No,No,13
C03669,Female,20,0,Yes,Yes,31
C03670,Female,57,0,Yes,Yes,16
C03671,Female,52,0,Yes,No,11
C03672,Male,27,0,No,No,7
C03673,Male,37,0,No,No,42
C03674,Female,45,0,No,No,1
C03675,Male,26,0,Yes,No,46
C03676,Male,59,0,Yes,Yes,31
C03677,Female,33,0,Yes,No,27
C03678,Male,71,1,No,Yes,55
C03679,Female,63,0,Yes,No,39
C03680,Male,54,0,Yes,No,53
C03681,Male,24,0,No,Yes,51
C03682,Female,19,0,No,No,3
C03683,Male,26,0,Yes,No,16
C03684,Female,46,0,Yes,No,41
C03685,Female,62,0,Yes,Yes,70
C03686,Male,26,0,No,Yes,11
C03687,Female,58,0,Yes,No,8
C03688,Male,20,0,No,No,67
C03689,Female,33,0,Yes,No,69
C03690,Male,52,0,No,Yes,12
C03691,Male,65,1,No,No,29
C03692,Male,62,0,Yes,No,45
C03693,Female,48,0,Yes,Yes,14
C03694,Male,20,0,Yes,No,24
C03695,Female,34,0,No,No,29
C03696,Male,62,0,No,No,46
C03697,Male,22,0,No,No,22
C03698,Female,58,0,Yes,Yes,30
C03699,Male,58,0,Yes,No,21
C03700,Male,60,0,No,Yes,54
C03701,Female,30,0,No,No,11
C03702,Female,31,0,No,No,17
C03703,Male,29,0,No,No,18
C03704,Female,40,0,No,No,65
C03705,Female,47,0,No,No,68
C03706,Male,24,0,No,Yes,36
C03707,Female,50,0,No,No,12
C03708,Female,31,0,No,No,54
C03709,Female,50,0,No,No,35
C03710,Male,35,0,Yes,No,61
C03711,Male,72,1,No,No,26
C03712,Female,36,0,No,No,71
C03713,Female,67,1,Yes,No,58
C03714,Male,27,0,No,No,16
C03715,Male,22,0,Yes,No,52
C03716,Female,28,0,Yes,Yes,21
C03717,Female,41,0,Yes,No,25
C03718,Male,69,1,No,No,18
C03719,Male,28,0,No,No,49
C03720,Female,62,0,No,No,19
C03721,Female,57,0,Yes,No,46
C03722,Female,37,0,No,No,42
C03723,Female,37,0,Yes,No,54
C03724,Female,72,1,Yes,Yes,71
C03725,Male,58,0,Yes,No,1
C03726,Male,31,0,No,No,71
C03727,Male,69,1,Yes,No,8
C03728,Male,41,0,No,No,38
C03729,Female,22,0,No,No,25
C03730,Female,64,0,Yes,No,46
C03731,Male,67,1,No,No,52
C03732,Male,43,0,Yes,Yes,62
C03733,Male,58,0,Yes,No,29
C03734,Male,31,0,Yes,Yes,67
C03735,Male,66,1,No,No,23
C03736,Male,39,0,No,No,15
C03737,Female,33,0,No,No,27
C03738,Male,46,0,No,No,38
C03739,Female,33,0,Yes,No,48
C03740,Male,53,0,No,No,60
C03741,Male,60,0,Yes,No,16
C03742,Female,41,0,Yes,Yes,22
C03743,Female,62,0,No,Yes,67
C03744,Male,42,0,Yes,No,32
C03745,Male,73,1,Yes,No,18
C03746,Male,33,0,Yes,No,70
C03747,Male,58,0,Yes,Yes,32
C03748,Female,48,0,No,Yes,70
C03749,Male,71,1,No,No,66
C03750,Male,30,0,No,No,65
C03751,Male,29,0,Yes,Yes,42
C03752,Male,67,1,No,Yes,57
C03753,Male,69,1,No,Yes,69
C03754,Male,60,0,No,No,20
C03755,Female,45,0,No,No,3
C03756,Male,41,0,No,No,23
C03757,Male,55,0,No,No,46
C03758,Female,60,0,No,No,39
C03759,Female,33,0,Yes,No,6
C03760,Male,18,0,Yes,No,40
C03761,Male,22,0,No,No,13
C03762,Female,37,0,Yes,No,36
C03763,Male,56,0,Yes,No,41
C03764,Female,43,0,No,No,46
C03765,Male,53,0,Yes,No,30
C03766,Male,44,0,Yes,Yes,29
C03767,Female,32,0,No,No,49
C03768,Male,60,0,Yes,No,54
C03769,Female,59,0,Yes,No,58
C03770,Female,72,1,Yes,Yes,24
C03771,Male,65,1,Yes,No,31
C03772,Male,39,0,Yes,No,24
C03773,Male,58,0,No,No,38
C03774,Female,37,0,Yes,No,10
C03775,Male,67,1,Yes,Yes,31
C03776,Female,52,0,No,Yes,14
C03777,Female,65,1,Yes,No,38
C03778,Female,34,0,Yes,Yes,61
C03779,Male,18,0,Yes,No,70
C03780,Male,26,0,Yes,No,32
C03781,Female,48,0,Yes,No,4
C03782,Female,72,1,Yes,Yes,17
C03783,Male,53,0,No,No,8
C03784,Female,64,0,No,No,54
C03785,Male,44,0,No,Yes,70
C03786,Female,72,1,Yes,Yes,40
C03787,Female,71,1,No,No,13
C03788,Male,30,0,No,Yes,2
C03789,Male,67,1,Yes,Yes,70
C03790,Male,19,0,No,No,23
C03791,Male,51,0,No,No,8
C03792,Male,42,0,Yes,Yes,13
C03793,Female,35,0,No,No,19
C03794,Male,71,1,Yes,No,47
C03795,Male,55,0,Yes,No,64
C03796,Male,25,0,Yes,No,20
C03797,Male,25,0,Yes,Yes,49
C03798,Female,24,0,No,Yes,5
C03799,Male,35,0,No,No,1
C03800,Female,21,0,Yes,No,4
C03801,Male,33,0,No,No,66
C03802,Female,61,0,No,No,42
C03803,Female,67,1,No,No,58
C03804,Male,62,0,No,No,2
C03805,Male,46,0,No,No,2
C03806,Female,57,0,No,No,61
C03807,Female,71,1,Yes,No,8
C03808,Male,21,0,No,No,12
C03809,Female,69,1,Yes,No,37
C03810,Female,59,0,Yes,No,44
C03811,Female,40,0,Yes,No,17
C03812,Male,43,0,Yes,No,32
C03813,Female,42,0,No,No,48
C03814,Female,26,0,No,No,32
C03815,Female,31,0,No,Yes,28
C03816,Male,34,0,No,No,6
C03817,Female,18,0,Yes,No,33
C03818,Male,46,0,No,No,57
C03819,Male,45,0,Yes,Yes,45
C03820,Male,36,0,Yes,No,64
C03821,Male,28,0,No,No,9
C03822,Female,73,1,No,Yes,1
C03823,Female,56,0,Yes,No,39
C03824,Male,45,0,Yes,No,13
C03825,Male,59,0,Yes,Yes,43
C03826,Male,39,0,No,Yes,65
C03827,Female,30,0,Yes,No,24
C03828,Male,56,0,Yes,No,40
C03829,Male,61,0,No,No,49
C03830,Female,55,0,No,Yes,11
C03831,Female,50,0,Yes,Yes,64
C03832,Male,18,0,No,No,15
C03833,Male,54,0,Yes,Yes,58
C03834,Male,53,0,Yes,No,47
C03835,Female,41,0,No,Yes,11
C03836,Female,31,0,Yes,No,52
C03837,Male,73,1,Yes,No,14
C03838,Male,39,0,No,No,43
C03839,Male,33,0,No,Yes,69
C03840,Male,58,0,No,No,68
C03841,Female,45,0,No,No,62
C03842,Male,49,0,Yes,No,36
C03843,Female,54,0,No,Yes,40
C03844,Male,39,0,Yes,Yes,22
C03845,Female,26,0,No,No,66
C03846,Male,27,0,Yes,No,34
C03847,Female,71,1,Yes,No,55
C03848,Male,46,0,Yes,No,26
C03849,Male,41,0,No,No,53
C03850,Male,36,0,Yes,No,16
C03851,Female,59,0,No,No,53
C03852,Male,70,1,No,Yes,4
C03853,Male,61,0,No,Yes,8
C03854,Female,48,0,Yes,No,26
C03855,Female,45,0,Yes,No,35
C03856,Female,67,1,No,No,51
C03857,Male,66,1,No,Yes,26
C03858,Male,40,0,Yes,Yes,2
C03859,Male,72,1,No,No,24
C03860,Male,65,1,Yes,No,32
C03861,Female,66,1,Yes,No,39
C03862,Female,21,0,Yes,Yes,46
C03863,Female,25,0,Yes,No,18
C03864,Female,34,0,Yes,No,44
C03865,Male,61,0,No,No,45
C03866,Female,22,0,Yes,Yes,56
C03867,Female,22,0,No,No,38
C03868,Female,19,0,No,Yes,58
C03869,Female,28,0,No,No,16
C03870,Male,70,1,Yes,Yes,51
C03871,Male,59,0,No,No,4
C03872,Male,58,0,Yes,Yes,8
C03873,Female,34,0,No,No,62
C03874,Male,53,0,Yes,No,34
C03875,Male,62,0,No,Yes,45
C03876,Male,48,0,Yes,Yes,43
C03877,Male,66,1,No,No,50
C03878,Female,50,0,Yes,No,18
C03879,Female,36,0,Yes,No,13
C03880,Female,54,0,No,No,4
C03881,Male,71,1,Yes,Yes,62
C03882,Male,65,1,No,No,16
C03883,Male,46,0,No,Yes,41
C03884,Female,52,0,No,No,33
C03885,Female,73,1,No,No,12
C03886,Male,60,0,No,No,30
C03887,Male,46,0,No,Yes,6
C03888,Male,34,0,Yes,Yes,13
C03889,Female,69,1,No,No,10
C03890,Male,73,1,No,No,59
C03891,Female,22,0,Yes,No,41
C03892,Male,19,0,Yes,No,66
C03893,Male,24,0,Yes,Yes,31
C03894,Female,40,0,No,No,15
C03895,Female,27,0,Yes,No,44
C03896,Female,68,1,No,No,66
C03897,Male,70,1,No,No,38
C03898,Male,28,0,No,Yes,2
C03899,Female,65,1,Yes,No,22
C03900,Female,26,0,No,No,66
C03901,Male,62,0,No,No,37
C03902,Female,38,0,Yes,No,68
C03903,Female,20,0,Yes,No,37
C03904,Female,42,0,Yes,No,1
C03905,Male,64,0,No,No,62
C03906,Female,71,1,Yes,Yes,55
C03907,Female,24,0,Yes,No,51
C03908,Male,65,1,Yes,No,69
C03909,Male,34,0,Yes,No,14
C03910,Female,44,0,Yes,No,65
C03911,Male,24,0,No,Yes,17
C03912,Male,73,1,Yes,No,69
C03913,Male,63,0,No,No,14
C03914,Female,54,0,Yes,No,40
C03915,Female,59,0,Yes,No,57
C03916,Female,67,1,No,No,6
C03917,Female,26,0,No,No,5
C03918,Female,32,0,No,No,61
C03919,Male,20,0,Yes,No,5
C03920,Male,45,0,No,No,44
C03921,Male,46,0,No,No,67
C03922,Male,19,0,Yes,No,44
C03923,Male,55,0,No,No,35
C03924,Female,18,0,Yes,Yes,30
C03925,Male,63,0,Yes,No,46
C03926,Male,58,0,No,No,41
C03927,Female,64,0,No,No,36
C03928,Male,24,0,No,No,11
C03929,Female,67,1,No,No,48
C03930,Female,49,0,Yes,No,53
C03931,Female,67,1,No,Yes,51
C03932,Female,57,0,No,Yes,6
C03933,Male,55,0,Yes,No,50
C03934,Female,19,0,Yes,No,52
C03935,Male,57,0,No,Yes,14
C03936,Female,43,0,Yes,Yes,61
C03937,Female,66,1,No,Yes,38
C03938,Female,56,0,No,Yes,34
C03939,Male,22,0,No,No,52
C03940,Female,68,1,No,No,37
C03941,Female,21,0,No,No,39
C03942,Female,35,0,No,No,23
C03943,Male,30,0,Yes,Yes,66
C03944,Female,73,1,No,No,69
C03945,Male,26,0,No,No,10
C03946,Male,66,1,No,Yes,53
C03947,Female,30,0,No,Yes,2
C03948,Male,55,0,No,No,27
C03949,Male,23,0,No,Yes,69
C03950,Female,40,0,No,Yes,13
C03951,Female,53,0,No,No,27
C03952,Male,58,0,No,No,16
C03953,Male,67,1,Yes,Yes,52
C03954,Male,64,0,Yes,No,33
C03955,Male,47,0,No,Yes,43
C03956,Female,35,0,Yes,No,67
C03957,Male,32,0,Yes,No,37
C03958,Female,74,1,Yes,No,53
C03959,Male,52,0,No,No,7
C03960,Female,69,1,No,No,16
C03961,Female,42,0,No,No,68
C03962,Female,45,0,No,No,62
C03963,Male,65,1,No,No,47
C03964,Male,59,0,Yes,No,27
C03965,Female,29,0,Yes,No,15
C03966,Male,47,0,Yes,Yes,61
C03967,Female,30,0,Yes,No,56
C03968,Female,61,0,No,Yes,18
C03969,Male,19,0,Yes,No,42
C03970,Male,65,1,No,No,44
C03971,Male,70,1,No,No,34
C03972,Male,19,0,Yes,Yes,66
C03973,Male,53,0,No,No,9
C03974,Female,22,0,No,No,19
C03975,Female,38,0,No,No,7
C03976,Male,37,0,No,No,50
C03977,Female,47,0,No,Yes,46
C03978,Male,70,1,No,No,71
C03979,Male,44,0,No,No,39
C03980,Female,40,0,Yes,Yes,11
C03981,Female,23,0,No,No,33
C03982,Male,68,1,No,No,7
C03983,Male,35,0,Yes,No,48
C03984,Female,44,0,Yes,No,48
C03985,Male,23,0,Yes,Yes,61
C03986,Male,34,0,Yes,No,25
C03987,Male,49,0,Yes,No,23
C03988,Male,69,1,Yes,No,6
C03989,Female,36,0,No,No,30
C03990,Female,49,0,No,No,34
C03991,Male,67,1,No,No,54
C03992,Male,38,0,Yes,No,54
C03993,Male,34,0,No,No,10
C03994,Male,20,0,Yes,No,21
C03995,Male,69,1,Yes,No,37
C03996,Female,24,0,No,No,24
C03997,Female,30,0,No,No,2
C03998,Female,25,0,No,No,61
C03999,Male,58,0,No,No,52
C04000,Male,38,0,No,No,37
C04001,Male,58,0,No,No,23
C04002,Male,52,0,No,No,60
C04003,Male,18,0,Yes,Yes,3
C04004,Male,35,0,Yes,Yes,32
C04005,Female,18,0,No,No,57
C04006,Male,21,0,No,Yes,68
C04007,Male,44,0,Yes,No,18
C04008,Female,33,0,Yes,Yes,47
C04009,Female,23,0,Yes,Yes,14
C04010,Female,41,0,No,No,9
C04011,Male,43,0,Yes,No,26
C04012,Male,74,1,No,No,63
C04013,Male,55,0,Yes,No,49
C04014,Male,40,0,Yes,Yes,35
C04015,Female,44,0,Yes,Yes,21
C04016,Female,23,0,No,No,11
C04017,Female,40,0,Yes,No,20
C04018,Female,51,0,Yes,No,11
C04019,Male,19,0,No,No,14
C04020,Male,70,1,No,No,49
C04021,Female,47,0,Yes,No,10
C04022,Female,62,0,No,Yes,4
C04023,Female,33,0,Yes,Yes,39
C04024,Female,65,1,No,Yes,21
C04025,Male,38,0,Yes,No,33
C04026,Male,70,1,No,No,10
C04027,Female,47,0,No,Yes,15
C04028,Male,54,0,No,Yes,32
C04029,Female,29,0,No,Yes,49
C04030,Male,74,1,Yes,No,30
C04031,Male,28,0,No,No,39
C04032,Male,19,0,Yes,No,38
C04033,Female,43,0,Yes,No,20
C04034,Male,65,1,No,Yes,20
C04035,Male,70,1,No,No,31
C04036,Female,66,1,No,No,3
C04037,Male,49,0,No,Yes,49
C04038,Male,70,1,No,No,44
C04039,Female,46,0,No,No,22
C04040,Female,45,0,No,Yes,27
C04041,Female,28,0,No,No,24
C04042,Male,62,0,Yes,No,47
C04043,Female,36,0,No,No,54
C04044,Male,29,0,No,No,8
C04045,Female,39,0,No,Yes,30
C04046,Male,52,0,Yes,No,1
C04047,Female,33,0,Yes,Yes,33
C04048,Female,38,0,Yes,Yes,18
C04049,Male,36,0,Yes,Yes,24
C04050,Male,51,0,No,No,33
C04051,Female,58,0,Yes,No,23
C04052,Female,56,0,Yes,No,28
C04053,Female,26,0,No,No,55
C04054,Female,37,0,Yes,No,58
C04055,Female,54,0,Yes,No,1
C04056,Male,30,0,No,No,27
C04057,Male,21,0,No,Yes,61
C04058,Female,36,0,No,Yes,38
C04059,Male,56,0,No,No,15
C04060,Female,55,0,No,No,43
C04061,Male,25,0,Yes,Yes,11
C04062,Male,56,0,No,No,2
C04063,Male,29,0,No,No,45
C04064,Female,60,0,No,No,37
C04065,Male,50,0,Yes,Yes,54
C04066,Male,25,0,Yes,Yes,25
C04067,Female,37,0,Yes,No,61
C04068,Male,64,0,No,No,30
C04069,Female,42,0,No,No,53
C04070,Female,57,0,Yes,Yes,8
C04071,Male,60,0,No,Yes,7
C04072,Female,19,0,No,No,56
C04073,Male,71,1,No,Yes,60
C04074,Male,37,0,Yes,No,67
C04075,Female,63,0,No,No,24
C04076,Male,44,0,No,No,2
C04077,Male,50,0,No,Yes,70
C04078,Male,38,0,No,No,43
C04079,Female,66,1,No,No,18
C04080,Male,24,0,Yes,No,55
C04081,Male,69,1,No,No,65
C04082,Female,29,0,Yes,No,21
C04083,Male,68,1,No,Yes,55
C04084,Male,19,0,No,No,56
C04085,Male,18,0,No,No,36
C04086,Female,23,0,No,No,45
C04087,Female,49,0,Yes,No,20
C04088,Female,33,0,Yes,No,66
C04089,Male,52,0,No,Yes,70
C04090,Female,64,0,Yes,Yes,70
C04091,Female,19,0,Yes,No,53
C04092,Female,48,0,No,No,4
C04093,Male,60,0,Yes,Yes,27
C04094,Female,42,0,Yes,No,32
C04095,Male,70,1,Yes,No,69
C04096,Female,55,0,No,No,39
C04097,Female,19,0,Yes,Yes,39
C04098,Male,48,0,No,Yes,11
C04099,Male,39,0,No,No,57
C04100,Female,25,0,Yes,No,24
C04101,Male,72,1,No,Yes,7
C04102,Female,30,0,Yes,No,71
C04103,Female,22,0,No,No,14
C04104,Male,30,0,Yes,No,2
C04105,Female,64,0,Yes,No,6
C04106,Female,52,0,Yes,No,33
C04107,Male,64,0,Yes,No,8
C04108,Male,44,0,No,No,60
C04109,Male,24,0,Yes,Yes,37
C04110,Male,40,0,No,No,23
C04111,Female,29,0,Yes,No,1
C04112,Female,49,0,No,No,35
C04113,Female,33,0,No,No,11
C04114,Male,73,1,Yes,No,70
C04115,Female,39,0,No,Yes,21
C04116,Female,35,0,No,No,34
C04117,Female,74,1,No,Yes,2
C04118,Male,47,0,No,Yes,10
C04119,Female,27,0,No,No,15
C04120,Female,45,0,Yes,No,4
C04121,Male,32,0,No,No,52
C04122,Female,58,0,Yes,No,68
C04123,Male,50,0,No,No,70
C04124,Female,59,0,No,No,19
C04125,Female,71,1,No,No,57
C04126,Female,59,0,No,Yes,36
C04127,Female,37,0,Yes,No,4
C04128,Male,29,0,No,No,7
C04129,Female,48,0,Yes,Yes,39
C04130,Male,43,0,No,Yes,31
C04131,Female,35,0,No,Yes,1
C04132,Male,64,0,Yes,No,67
C04133,Male,69,1,No,No,52
C04134,Female,39,0,Yes,No,36
C04135,Male,56,0,No,Yes,71
C04136,Female,74,1,No,No,69
C04137,Female,18,0,No,No,70
C04138,Male,38,0,No,No,19
C04139,Male,60,0,Yes,No,63
C04140,Female,46,0,Yes,No,36
C04141,Female,63,0,Yes,No,52
C04142,Male,45,0,Yes,No,62
C04143,Female,21,0,Yes,No,12
C04144,Female,42,0,No,No,32
C04145,Male,41,0,No,No,10
C04146,Female,66,1,Yes,Yes,20
C04147,Female,26,0,No,No,30
C04148,Male,26,0,No,No,61
C04149,Female,26,0,Yes,No,62
C04150,Female,50,0,No,No,28
C04151,Female,74,1,Yes,No,24
C04152,Male,53,0,No,No,38
C04153,Male,64,0,No,No,65
C04154,Male,66,1,Yes,No,70
C04155,Female,52,0,Yes,Yes,17
C04156,Female,52,0,No,Yes,14
C04157,Male,31,0,Yes,No,51
C04158,Female,72,1,No,No,22
C04159,Female,62,0,No,No,15
C04160,Male,67,1,Yes,No,3
C04161,Male,74,1,No,No,29
C04162,Male,37,0,No,No,28
C04163,Female,26,0,Yes,No,40
C04164,Male,67,1,No,No,15
C04165,Female,44,0,No,No,51
C04166,Female,72,1,No,Yes,49
C04167,Female,57,0,Yes,No,33
C04168,Male,32,0,Yes,Yes,13
C04169,Female,38,0,No,Yes,36
C04170,Male,52,0,No,No,48
C04171,Male,40,0,Yes,No,27
C04172,Male,34,0,No,No,19
C04173,Female,29,0,No,No,36
C04174,Female,55,0,Yes,No,26
C04175,Male,20,0,No,No,29
C04176,Male,23,0,No,No,25
C04177,Female,20,0,No,No,22
C04178,Female,59,0,No,No,51
C04179,Male,19,0,No,Yes,33
C04180,Male,41,0,No,No,34
C04181,Female,24,0,No,No,47
C04182,Female,51,0,Yes,No,26
C04183,Male,19,0,Yes,No,8
C04184,Female,19,0,No,No,61
C04185,Female,41,0,No,No,4
