CustomerID,PhoneService,InternetService,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling
C03625,Yes,Fiber optic,No internet service,No,No,Two year,Yes
C03626,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes
C03627,Yes,No,No internet service,No,Yes,Month-to-month,No
C03628,Yes,No,No,Yes,No,Two year,No
C03629,No,No,Yes,No,No,Two year,Yes
C03630,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No
C03631,Yes,DSL,Yes,Yes,No,Month-to-month,Yes
C03632,Yes,DSL,No,Yes,Yes,Month-to-month,Yes
C03633,Yes,DSL,No,No internet service,No internet service,One year,Yes
C03634,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes
C03635,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes
C03636,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C03637,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No
C03638,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes
C03639,Yes,No,No,No internet service,No,Month-to-month,No
C03640,Yes,DSL,Yes,No,Yes,Two year,Yes
C03641,Yes,DSL,No,No,No,Month-to-month,Yes
C03642,Yes,Fiber optic,Yes,No internet service,No,Two year,Yes
C03643,Yes,Fiber optic,No internet service,No,Yes,One year,Yes
C03644,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No
C03645,Yes,No,No internet service,Yes,No,Month-to-month,Yes
C03646,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No
C03647,Yes,Fiber optic,Yes,No internet service,No internet service,One year,No
C03648,Yes,No,No internet service,No,No,Month-to-month,Yes
C03649,Yes,Fiber optic,No,No,Yes,One year,No
C03650,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes
C03651,No,DSL,No,No,Yes,Month-to-month,No
C03652,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes
C03653,Yes,DSL,Yes,No internet service,Yes,Two year,Yes
C03654,Yes,Fiber optic,Yes,No,Yes,One year,No
C03655,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C03656,Yes,No,Yes,Yes,Yes,Month-to-month,No
C03657,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes
C03658,No,DSL,No internet service,No,No,Month-to-month,Yes
C03659,Yes,No,No,No internet service,Yes,Month-to-month,No
C03660,Yes,DSL,No,No internet service,Yes,Two year,Yes
C03661,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C03662,Yes,DSL,No internet service,No,No internet service,Month-to-month,No
C03663,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No
C03664,Yes,No,Yes,No,No,Two year,No
C03665,No,DSL,No internet service,No,Yes,Month-to-month,Yes
C03666,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C03667,Yes,Fiber optic,Yes,No,Yes,One year,No
C03668,Yes,DSL,No,Yes,No,Month-to-month,No
C03669,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes
C03670,No,Fiber optic,Yes,Yes,Yes,One year,No
C03671,Yes,DSL,No,No,No internet service,One year,Yes
C03672,Yes,DSL,No internet service,No,No,Month-to-month,Yes
C03673,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes
C03674,Yes,Fiber optic,No,No,No,One year,Yes
C03675,Yes,DSL,No,Yes,Yes,Month-to-month,Yes
C03676,Yes,No,No,No,Yes,Two year,Yes
C03677,Yes,No,No internet service,Yes,Yes,Month-to-month,No
C03678,Yes,No,No,Yes,No internet service,Month-to-month,Yes
C03679,Yes,Fiber optic,Yes,Yes,No internet service,One year,Yes
C03680,No,DSL,No internet service,No internet service,No,Month-to-month,Yes
C03681,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes
C03682,Yes,No,Yes,Yes,No,Month-to-month,Yes
C03683,Yes,No,No,No,Yes,Two year,No
C03684,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes
C03685,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C03686,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes
C03687,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes
C03688,Yes,DSL,No,Yes,Yes,Month-to-month,Yes
C03689,Yes,Fiber optic,No internet service,No,No,Two year,Yes
C03690,Yes,Fiber optic,No internet service,No,No,Two year,Yes
C03691,Yes,Fiber optic,Yes,No internet service,No,Two year,No
C03692,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C03693,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes
C03694,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes
C03695,Yes,DSL,No,Yes,Yes,Month-to-month,No
C03696,Yes,DSL,No internet service,Yes,Yes,One year,No
C03697,Yes,DSL,No,No internet service,No,Month-to-month,Yes
C03698,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C03699,Yes,Fiber optic,No,No,No,Two year,No
C03700,Yes,Fiber optic,No,Yes,Yes,Two year,No
C03701,Yes,Fiber optic,Yes,Yes,No internet service,Two year,No
C03702,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No
C03703,Yes,Fiber optic,No internet service,No internet service,No internet service,Two year,No
C03704,Yes,DSL,No,No,Yes,Month-to-month,Yes
C03705,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes
C03706,Yes,DSL,Yes,No,No,Month-to-month,No
C03707,No,DSL,No,Yes,Yes,One year,Yes
C03708,No,Fiber optic,No,No,Yes,Month-to-month,No
C03709,No,No,No internet service,Yes,No,One year,No
C03710,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No
C03711,Yes,Fiber optic,Yes,Yes,No,Two year,No
C03712,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No
C03713,Yes,DSL,Yes,Yes,Yes,One year,Yes
C03714,Yes,No,No,No,Yes,Two year,Yes
C03715,Yes,Fiber optic,No,No internet service,Yes,One year,Yes
C03716,Yes,Fiber optic,No,No,Yes,Two year,Yes
C03717,Yes,No,No internet service,Yes,Yes,One year,Yes
C03718,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C03719,Yes,DSL,No,No,Yes,One year,Yes
C03720,Yes,Fiber optic,No,No,No internet service,One year,No
C03721,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C03722,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes
C03723,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C03724,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C03725,Yes,DSL,Yes,Yes,No,Two year,Yes
C03726,Yes,Fiber optic,No,No internet service,No,Two year,Yes
C03727,Yes,DSL,Yes,No internet service,Yes,One year,Yes
C03728,No,DSL,No,No,No,Month-to-month,No
C03729,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C03730,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No
C03731,Yes,No,Yes,No,Yes,Month-to-month,No
C03732,Yes,Fiber optic,No,Yes,Yes,One year,No
C03733,No,Fiber optic,No,No,No,Month-to-month,No
C03734,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes
C03735,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes
C03736,Yes,DSL,Yes,Yes,No,Two year,No
C03737,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C03738,Yes,Fiber optic,No,No,Yes,Month-to-month,No
C03739,Yes,DSL,No,No internet service,No,Month-to-month,No
C03740,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes
C03741,Yes,Fiber optic,Yes,No,Yes,One year,Yes
C03742,No,Fiber optic,No,No,No,One year,Yes
C03743,Yes,Fiber optic,Yes,No,Yes,One year,Yes
C03744,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes
C03745,Yes,Fiber optic,Yes,No internet service,No,Two year,No
C03746,Yes,DSL,No,No internet service,No internet service,One year,Yes
C03747,Yes,No,No,Yes,No,Two year,No
C03748,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No
C03749,Yes,Fiber optic,No,No,No internet service,Two year,No
C03750,Yes,Fiber optic,No,Yes,No,One year,No
C03751,Yes,DSL,No,No,Yes,Month-to-month,Yes
C03752,Yes,Fiber optic,No,Yes,No,Month-to-month,No
C03753,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C03754,Yes,No,Yes,No,Yes,Two year,Yes
C03755,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No
C03756,Yes,No,No,No internet service,No internet service,One year,Yes
C03757,Yes,No,No,No,No,One year,No
C03758,Yes,No,No internet service,No,Yes,One year,Yes
C03759,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes
C03760,Yes,Fiber optic,Yes,Yes,No,Two year,Yes
C03761,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes
C03762,Yes,DSL,No,No,Yes,Two year,No
C03763,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C03764,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes
C03765,Yes,DSL,No,No,Yes,Month-to-month,Yes
C03766,Yes,Fiber optic,No internet service,No,No,Two year,Yes
C03767,Yes,DSL,Yes,No,Yes,One year,No
C03768,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C03769,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes
C03770,Yes,No,Yes,No,Yes,One year,Yes
C03771,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes
C03772,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes
C03773,Yes,Fiber optic,No,No internet service,No internet service,One year,No
C03774,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes
C03775,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes
C03776,No,Fiber optic,No,No internet service,No,Month-to-month,No
C03777,Yes,No,No,No,Yes,One year,Yes
C03778,No,Fiber optic,Yes,No,No,One year,No
C03779,Yes,DSL,No,Yes,No internet service,Month-to-month,No
C03780,Yes,DSL,No,Yes,No internet service,Month-to-month,No
C03781,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes
C03782,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C03783,Yes,No,No internet service,No,No,Month-to-month,Yes
C03784,No,DSL,No,No,No internet service,Month-to-month,Yes
C03785,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes
C03786,No,No,No internet service,No,Yes,Month-to-month,Yes
C03787,Yes,DSL,No,No internet service,Yes,Two year,No
C03788,Yes,No,No internet service,Yes,No,Two year,No
C03789,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C03790,Yes,Fiber optic,No internet service,Yes,Yes,One year,Yes
C03791,Yes,Fiber optic,Yes,No internet service,No,One year,Yes
C03792,Yes,No,No internet service,No,Yes,Month-to-month,No
C03793,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes
C03794,Yes,DSL,No,Yes,No internet service,Two year,Yes
C03795,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,No
C03796,No,DSL,No internet service,No,No,One year,Yes
C03797,Yes,DSL,No internet service,Yes,No,One year,No
C03798,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C03799,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes
C03800,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No
C03801,Yes,DSL,Yes,No,No internet service,Month-to-month,No
C03802,Yes,DSL,No internet service,Yes,No,Month-to-month,No
C03803,Yes,DSL,No,No,Yes,Month-to-month,No
C03804,No,DSL,No,Yes,No,One year,No
C03805,Yes,DSL,No internet service,Yes,No,One year,Yes
C03806,Yes,No,No,No,Yes,Month-to-month,Yes
C03807,Yes,DSL,No,Yes,No internet service,Two year,No
C03808,Yes,No,No,No,Yes,Two year,Yes
C03809,Yes,DSL,Yes,No,Yes,Month-to-month,No
C03810,Yes,Fiber optic,No internet service,Yes,No,Two year,No
C03811,No,DSL,No internet service,No,No,Month-to-month,No
C03812,Yes,DSL,No,Yes,No,Month-to-month,No
C03813,No,Fiber optic,No,No,No,Month-to-month,No
C03814,Yes,DSL,No,No,No,Month-to-month,No
C03815,Yes,Fiber optic,No,No internet service,No,Two year,Yes
C03816,No,Fiber optic,No,Yes,No,Month-to-month,Yes
C03817,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes
C03818,No,Fiber optic,No,No,Yes,Month-to-month,Yes
C03819,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes
C03820,Yes,DSL,Yes,No,No,Two year,Yes
C03821,Yes,Fiber optic,No,No internet service,No,Two year,Yes
C03822,Yes,No,No,Yes,No,Month-to-month,Yes
C03823,Yes,DSL,No internet service,No,Yes,Month-to-month,No
C03824,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes
C03825,Yes,Fiber optic,No,Yes,Yes,Two year,No
C03826,Yes,No,No,Yes,No,Month-to-month,No
C03827,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes
C03828,Yes,No,Yes,No,Yes,One year,Yes
C03829,Yes,Fiber optic,No,No,No internet service,Two year,No
C03830,No,DSL,No,No,No,Month-to-month,No
C03831,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes
C03832,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C03833,Yes,DSL,Yes,No,No,One year,No
C03834,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes
C03835,Yes,DSL,No,No,Yes,Two year,No
C03836,No,DSL,No,No,No internet service,One year,Yes
C03837,Yes,Fiber optic,Yes,Yes,No,Two year,Yes
C03838,Yes,Fiber optic,No,No,No internet service,Month-to-month,No
C03839,Yes,No,No internet service,No,No,Two year,No
C03840,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes
C03841,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C03842,Yes,DSL,No,No,Yes,Month-to-month,Yes
C03843,Yes,No,No,No,Yes,Two year,No
C03844,Yes,DSL,No,No,Yes,Month-to-month,No
C03845,Yes,DSL,No,No,No internet service,One year,No
C03846,Yes,Fiber optic,Yes,No,No,One year,No
C03847,Yes,Fiber optic,Yes,No internet service,No,One year,Yes
C03848,Yes,DSL,No,Yes,No,One year,Yes
C03849,No,Fiber optic,No internet service,No,Yes,One year,No
C03850,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes
C03851,Yes,Fiber optic,No,Yes,Yes,One year,Yes
C03852,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No
C03853,Yes,Fiber optic,No,No,Yes,One year,No
C03854,Yes,DSL,No,Yes,Yes,Two year,No
C03855,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes
C03856,Yes,DSL,No,No,No,Month-to-month,Yes
C03857,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No
C03858,Yes,No,No,No internet service,No internet service,Two year,Yes
C03859,Yes,DSL,Yes,Yes,Yes,Two year,Yes
C03860,Yes,Fiber optic,No,No internet service,No,Month-to-month,No
C03861,Yes,DSL,No internet service,No,Yes,Two year,Yes
C03862,Yes,Fiber optic,No,No,Yes,Month-to-month,No
C03863,Yes,Fiber optic,Yes,Yes,No internet service,Two year,Yes
C03864,Yes,Fiber optic,No,No internet service,No,Two year,No
C03865,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C03866,Yes,No,No,No internet service,Yes,Two year,Yes
C03867,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes
C03868,Yes,No,No,No,No,Month-to-month,No
C03869,No,DSL,No internet service,No internet service,Yes,Two year,Yes
C03870,Yes,No,Yes,No,Yes,Month-to-month,Yes
C03871,Yes,DSL,No,No internet service,No,Month-to-month,No
C03872,Yes,DSL,No,Yes,Yes,Month-to-month,No
C03873,Yes,Fiber optic,No,No,Yes,One year,No
C03874,Yes,DSL,No internet service,No internet service,Yes,One year,No
C03875,No,Fiber optic,No,Yes,Yes,Two year,Yes
C03876,Yes,DSL,Yes,No internet service,Yes,Two year,Yes
C03877,Yes,Fiber optic,No,Yes,No,Two year,Yes
C03878,Yes,DSL,No,No,No,One year,Yes
C03879,Yes,DSL,No internet service,No,Yes,Two year,No
C03880,Yes,No,No internet service,Yes,No internet service,Month-to-month,No
C03881,Yes,Fiber optic,No,No internet service,Yes,One year,Yes
C03882,Yes,DSL,No,Yes,No,Month-to-month,Yes
C03883,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes
C03884,Yes,No,No internet service,No internet service,No,Month-to-month,Yes
C03885,No,Fiber optic,No,No,Yes,Month-to-month,Yes
C03886,Yes,DSL,No,No internet service,No,Two year,No
C03887,Yes,No,No,No,No,Month-to-month,No
C03888,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes
C03889,Yes,DSL,No,No internet service,Yes,Month-to-month,No
C03890,Yes,DSL,Yes,No,No,One year,No
C03891,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No
C03892,Yes,No,No,No,Yes,Two year,Yes
C03893,Yes,No,Yes,No,Yes,Month-to-month,Yes
C03894,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes
C03895,Yes,Fiber optic,No internet service,No,No,Two year,No
C03896,Yes,No,Yes,Yes,No,One year,Yes
C03897,No,Fiber optic,Yes,No,No,Two year,Yes
C03898,Yes,Fiber optic,No,No,Yes,Month-to-month,No
C03899,Yes,No,No,Yes,Yes,Month-to-month,Yes
C03900,Yes,DSL,Yes,No,No,Month-to-month,Yes
C03901,Yes,DSL,No,Yes,Yes,Month-to-month,Yes
C03902,Yes,Fiber optic,No,Yes,No,Month-to-month,No
C03903,No,Fiber optic,No internet service,No internet service,No,One year,Yes
C03904,Yes,DSL,No internet service,Yes,No,Two year,Yes
C03905,Yes,DSL,Yes,No internet service,Yes,One year,Yes
C03906,Yes,Fiber optic,No,No,Yes,Two year,Yes
C03907,Yes,Fiber optic,No,No internet service,No,Month-to-month,No
C03908,Yes,No,No,No,Yes,Month-to-month,No
C03909,Yes,No,Yes,No,Yes,One year,Yes
C03910,No,Fiber optic,No,Yes,Yes,Month-to-month,No
C03911,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes
C03912,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes
C03913,Yes,DSL,Yes,Yes,No,Month-to-month,Yes
C03914,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No
C03915,No,Fiber optic,No internet service,No,No,Month-to-month,No
C03916,Yes,No,No,Yes,No,One year,Yes
C03917,No,No,Yes,No,Yes,Month-to-month,Yes
C03918,Yes,DSL,No internet service,No internet service,No internet service,One year,Yes
C03919,Yes,No,No,No,No internet service,Month-to-month,No
C03920,Yes,Fiber optic,No,No internet service,No,One year,Yes
C03921,Yes,DSL,Yes,No,Yes,Two year,No
C03922,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes
C03923,No,No,No,Yes,Yes,Two year,Yes
C03924,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No
C03925,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C03926,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes
C03927,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes
C03928,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes
C03929,Yes,Fiber optic,No,Yes,Yes,Two year,Yes
C03930,Yes,No,No,No,No,Two year,Yes
C03931,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No
C03932,No,DSL,No internet service,Yes,No internet service,One year,No
C03933,No,Fiber optic,Yes,No internet service,No,One year,No
C03934,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes
C03935,Yes,Fiber optic,No internet service,No internet service,No,Two year,Yes
C03936,No,Fiber optic,Yes,No,No,Two year,No
C03937,Yes,DSL,Yes,No,Yes,Two year,No
C03938,Yes,Fiber optic,No,No,No internet service,Two year,No
C03939,Yes,No,No,No internet service,No,Month-to-month,No
C03940,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes
C03941,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes
C03942,Yes,Fiber optic,No internet service,Yes,No internet service,One year,No
C03943,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C03944,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes
C03945,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes
C03946,Yes,Fiber optic,No,No,No internet service,Month-to-month,No
C03947,Yes,Fiber optic,No,No,No,Two year,Yes
C03948,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes
C03949,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes
C03950,No,DSL,No internet service,No,No,Month-to-month,No
C03951,Yes,Fiber optic,No internet service,No,Yes,One year,No
C03952,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C03953,Yes,DSL,No internet service,No,No,Month-to-month,Yes
C03954,Yes,DSL,No internet service,Yes,No,Month-to-month,No
C03955,Yes,Fiber optic,No,Yes,Yes,Two year,No
C03956,Yes,Fiber optic,No,No,No internet service,Two year,Yes
C03957,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes
C03958,Yes,Fiber optic,No,Yes,No,Month-to-month,No
C03959,Yes,No,Yes,No internet service,No internet service,Month-to-month,No
C03960,Yes,DSL,No,No,Yes,One year,Yes
C03961,Yes,Fiber optic,No,No internet service,No,One year,Yes
C03962,Yes,Fiber optic,No,No,No,Two year,No
C03963,Yes,DSL,No internet service,No,No,Month-to-month,No
C03964,Yes,No,Yes,No,No,Month-to-month,Yes
C03965,Yes,No,No internet service,No internet service,Yes,Two year,No
C03966,Yes,DSL,No,Yes,No,Month-to-month,Yes
C03967,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No
C03968,No,No,Yes,No internet service,Yes,Two year,Yes
C03969,Yes,DSL,Yes,Yes,No,One year,Yes
C03970,Yes,No,No,No internet service,No,One year,Yes
C03971,Yes,DSL,No,Yes,Yes,Month-to-month,Yes
C03972,Yes,Fiber optic,No,Yes,No,One year,Yes
C03973,Yes,DSL,No,No,No internet service,Month-to-month,Yes
C03974,Yes,Fiber optic,No,No,Yes,One year,No
C03975,Yes,DSL,No internet service,No,No,One year,No
C03976,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes
C03977,Yes,No,Yes,No,No internet service,Month-to-month,No
C03978,Yes,DSL,No internet service,No,No,Month-to-month,Yes
C03979,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C03980,Yes,DSL,No,No,Yes,Month-to-month,Yes
C03981,Yes,Fiber optic,No,No,No internet service,Two year,No
C03982,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes
C03983,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No
C03984,Yes,Fiber optic,Yes,Yes,Yes,One year,No
C03985,Yes,No,Yes,No,Yes,One year,No
C03986,Yes,No,Yes,No,No,Month-to-month,Yes
C03987,Yes,DSL,Yes,No,Yes,Month-to-month,Yes
C03988,Yes,DSL,No internet service,No,No,Month-to-month,Yes
C03989,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes
C03990,No,Fiber optic,Yes,No,No internet service,Month-to-month,No
C03991,Yes,DSL,No,Yes,No internet service,One year,Yes
C03992,Yes,No,No,No internet service,No,Month-to-month,No
C03993,Yes,No,Yes,No,No,Month-to-month,Yes
C03994,Yes,DSL,Yes,No internet service,No,One year,Yes
C03995,Yes,DSL,No,Yes,No,Month-to-month,Yes
C03996,Yes,Fiber optic,Yes,Yes,No,Two year,Yes
C03997,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,No
C03998,Yes,Fiber optic,No internet service,No,Yes,One year,Yes
C03999,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes
C04000,Yes,No,No internet service,No,Yes,Month-to-month,No
C04001,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes
C04002,Yes,DSL,No,No internet service,No internet service,Two year,Yes
C04003,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes
C04004,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes
C04005,Yes,DSL,No,No internet service,No internet service,Two year,Yes
C04006,Yes,No,Yes,Yes,No,Month-to-month,No
C04007,No,Fiber optic,No,No,Yes,One year,Yes
C04008,No,No,Yes,Yes,Yes,Two year,No
C04009,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No
C04010,Yes,No,No internet service,Yes,No,Month-to-month,Yes
C04011,No,Fiber optic,Yes,No internet service,No,Two year,Yes
C04012,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes
C04013,Yes,DSL,Yes,Yes,Yes,Two year,Yes
C04014,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C04015,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes
C04016,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C04017,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes
C04018,Yes,DSL,No,No,Yes,Month-to-month,Yes
C04019,Yes,Fiber optic,No internet service,No,No,Month-to-month,No
C04020,No,DSL,No,No internet service,Yes,Month-to-month,Yes
C04021,Yes,Fiber optic,No internet service,No,No,Month-to-month,No
C04022,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes
C04023,Yes,No,No,No,Yes,Two year,No
C04024,No,Fiber optic,Yes,No,No,One year,Yes
C04025,Yes,No,No,No,No,Month-to-month,No
C04026,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes
C04027,Yes,DSL,No,No,Yes,Month-to-month,No
C04028,No,Fiber optic,No,Yes,No internet service,Month-to-month,No
C04029,Yes,DSL,Yes,No,No,Month-to-month,No
C04030,Yes,No,No,No,Yes,Two year,Yes
C04031,No,Fiber optic,No internet service,No,Yes,Month-to-month,No
C04032,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No
C04033,Yes,DSL,Yes,No internet service,Yes,One year,No
C04034,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No
C04035,Yes,DSL,No,Yes,No internet service,One year,No
C04036,Yes,Fiber optic,No,No,No internet service,One year,No
C04037,No,No,Yes,Yes,No,Month-to-month,No
C04038,Yes,DSL,No,No,Yes,Two year,Yes
C04039,Yes,Fiber optic,No,No,Yes,Month-to-month,No
C04040,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No
C04041,Yes,DSL,Yes,No,No,One year,No
C04042,Yes,DSL,Yes,Yes,No,One year,No
C04043,Yes,DSL,No,No internet service,No,Month-to-month,Yes
C04044,Yes,No,No,No internet service,No internet service,Month-to-month,Yes
C04045,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes
C04046,Yes,Fiber optic,No internet service,No,Yes,One year,No
C04047,Yes,No,No internet service,No internet service,No,Month-to-month,No
C04048,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes
C04049,Yes,DSL,No,No,No internet service,One year,No
C04050,Yes,DSL,No,No,No internet service,One year,No
C04051,Yes,Fiber optic,No,No,No internet service,Month-to-month,No
C04052,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes
C04053,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No
C04054,Yes,DSL,No,No,No,One year,No
C04055,Yes,Fiber optic,Yes,Yes,No,One year,Yes
C04056,Yes,No,No,No,Yes,One year,Yes
C04057,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes
C04058,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes
C04059,Yes,Fiber optic,No,Yes,No internet service,Two year,No
C04060,Yes,DSL,Yes,No internet service,Yes,Two year,No
C04061,Yes,DSL,No,Yes,Yes,Two year,Yes
C04062,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No
C04063,Yes,Fiber optic,No,No,No internet service,Two year,No
C04064,Yes,No,No,Yes,No internet service,Month-to-month,No
C04065,Yes,DSL,No,Yes,No,Month-to-month,Yes
C04066,Yes,DSL,No,Yes,No,Month-to-month,Yes
C04067,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No
