CustomerID,MonthlyCharges,TotalCharges,PaymentMethod,NumComplaints,Churn
C03244,71.39,2650.73,Electronic check,2,0
C03245,93.16,4829.84,Electronic check,7,1
C03246,74.74,4289.76,Bank transfer,3,0
C03247,37.65,2088.23,Credit card,2,0
C03248,95.65,673.76,Bank transfer,1,0
C03249,78.27,765.17,Mailed check,3,0
C03250,75.69,2176.49,Credit card,0,0
C03251,83.5,2105.42,Electronic check,3,1
C03252,63.09,3415.63,Electronic check,2,0
C03253,18.0,230.07,Electronic check,3,0
C03254,78.95,2101.32,Electronic check,1,0
C03255,64.48,1107.06,Mailed check,7,1
C03256,19.53,252.41,Mailed check,2,1
C03257,74.02,933.9,Electronic check,2,0
C03258,95.83,1340.99,Electronic check,2,0
C03259,55.05,2266.83,Electronic check,3,0
C03260,71.01,2130.92,Mailed check,1,0
C03261,118.0,3659.58,Bank transfer,2,1
C03262,25.81,879.93,Electronic check,0,0
C03263,88.25,4637.6,Bank transfer,0,0
C03264,72.07,4477.19,Electronic check,1,0
C03265,98.21,3736.63,Bank transfer,6,1
C03266,22.13,1008.04,Electronic check,2,0
C03267,52.09,2751.54,Electronic check,0,0
C03268,94.46,4724.74,Bank transfer,1,0
C03269,50.94,500.97,Mailed check,3,0
C03270,78.9,5537.25,Mailed check,6,1
C03271,78.36,955.19,Mailed check,3,1
C03272,22.88,684.46,Electronic check,3,0
C03273,28.54,1336.82,Mailed check,3,0
C03274,87.78,2550.78,Bank transfer,3,0
C03275,61.92,1056.85,Electronic check,0,0
C03276,43.63,2878.05,Credit card,2,0
C03277,55.47,300.65,Electronic check,3,0
C03278,66.33,1202.36,Credit card,1,0
C03279,58.78,4191.41,Credit card,1,1
C03280,77.0,3952.8,Credit card,0,0
C03281,50.94,370.08,Credit card,0,0
C03282,33.94,1830.55,Bank transfer,0,0
C03283,60.77,4203.38,Electronic check,5,1
C03284,69.71,507.87,Mailed check,0,0
C03285,57.9,1741.28,Credit card,3,1
C03286,55.57,1892.19,Electronic check,2,0
C03287,80.67,783.47,Electronic check,4,1
C03288,55.76,819.0,Electronic check,0,0
C03289,89.45,1202.91,Credit card,2,0
C03290,33.66,491.21,Mailed check,0,0
C03291,64.39,1876.61,Credit card,2,0
C03292,44.86,1461.15,Bank transfer,2,0
C03293,53.22,911.91,Mailed check,3,0
C03294,44.34,922.41,Electronic check,1,1
C03295,18.0,296.54,Electronic check,2,0
C03296,43.19,2489.35,Electronic check,7,1
C03297,80.41,1269.92,Electronic check,3,0
C03298,105.87,6866.82,Electronic check,1,0
C03299,55.29,2151.85,Electronic check,1,0
C03300,52.77,3033.93,Mailed check,1,0
C03301,47.58,2210.5,Bank transfer,3,0
C03302,18.0,298.41,Electronic check,3,0
C03303,96.53,4159.08,Mailed check,0,0
C03304,44.24,908.16,Electronic check,1,1
C03305,82.34,736.77,Bank transfer,2,1
C03306,33.09,639.75,Bank transfer,0,0
C03307,51.96,1077.08,Bank transfer,1,0
C03308,39.52,423.14,Mailed check,1,0
C03309,81.37,172.54,Electronic check,3,1
C03310,38.66,2635.78,Credit card,2,0
C03311,28.21,1043.21,Electronic check,2,0
C03312,81.07,2362.34,Mailed check,6,1
C03313,82.61,5531.24,Bank transfer,3,0
C03314,33.07,550.14,Bank transfer,7,1
C03315,55.13,1578.2,Mailed check,2,0
C03316,57.84,3515.99,Electronic check,1,0
C03317,43.16,1933.97,Credit card,5,1
C03318,63.94,1878.78,Mailed check,1,1
C03319,37.89,736.03,Bank transfer,0,0
C03320,34.45,109.48,Mailed check,1,0
C03321,65.73,467.17,Electronic check,1,0
C03322,28.98,307.96,Electronic check,2,0
C03323,77.01,4325.73,Electronic check,1,0
C03324,71.43,3263.86,Electronic check,0,0
C03325,71.82,2212.79,Bank transfer,1,0
C03326,76.33,4336.4,Credit card,1,0
C03327,85.73,1038.33,Bank transfer,1,0
C03328,102.96,1546.91,Bank transfer,5,1
C03329,27.24,757.7,Mailed check,5,1
C03330,33.41,2229.44,Electronic check,0,0
C03331,93.4,4087.48,Electronic check,3,0
C03332,96.24,5859.0,Bank transfer,4,1
C03333,32.17,601.72,Electronic check,3,0
C03334,73.23,4466.32,Electronic check,2,0
C03335,18.03,115.51,Bank transfer,4,1
C03336,66.53,1118.43,Credit card,2,1
C03337,96.0,3659.25,Bank transfer,5,1
C03338,26.33,94.12,Electronic check,3,0
C03339,87.49,5304.27,Mailed check,1,0
C03340,53.03,3307.07,Electronic check,3,0
C03341,83.03,3219.63,Bank transfer,3,0
C03342,52.82,1136.17,Mailed check,1,0
C03343,27.4,198.76,Credit card,3,0
C03344,20.82,916.57,Bank transfer,2,0
C03345,74.39,2885.68,Electronic check,0,0
C03346,91.96,5002.39,Electronic check,3,0
C03347,55.35,2401.73,Mailed check,1,0
C03348,69.92,700.93,Bank transfer,0,0
C03349,55.29,478.56,Mailed check,2,0
C03350,85.89,4828.38,Credit card,1,1
C03351,18.0,221.82,Bank transfer,3,1
C03352,72.12,4817.51,Credit card,0,0
C03353,90.7,730.02,Credit card,2,1
C03354,22.48,1173.09,Mailed check,7,1
C03355,22.12,1533.16,Credit card,0,0
C03356,84.25,2667.61,Mailed check,2,1
C03357,91.68,482.15,Credit card,7,1
C03358,67.85,4288.9,Mailed check,2,1
C03359,54.85,764.82,Credit card,5,1
C03360,32.06,1228.66,Bank transfer,7,1
C03361,55.97,3935.72,Mailed check,3,0
C03362,90.53,4789.82,Electronic check,3,0
C03363,81.4,318.85,Bank transfer,0,0
C03364,24.54,1482.57,Credit card,0,0
C03365,31.46,364.22,Mailed check,2,1
C03366,96.36,5240.98,Credit card,3,0
C03367,54.75,2530.8,Bank transfer,1,0
C03368,58.97,1243.56,Credit card,7,1
C03369,66.16,2016.53,Credit card,0,0
C03370,36.49,326.4,Credit card,1,0
C03371,95.0,6746.57,Electronic check,0,0
C03372,56.52,959.18,Mailed check,1,0
C03373,43.96,993.13,Credit card,3,1
C03374,65.89,2362.51,Bank transfer,1,0
C03375,94.62,4550.68,Electronic check,1,1
C03376,97.27,3509.76,Bank transfer,0,0
C03377,52.41,1895.34,Credit card,3,0
C03378,75.9,3168.91,Mailed check,1,1
C03379,31.2,1922.1,Credit card,2,0
C03380,82.47,2371.57,Electronic check,2,0
C03381,53.43,3213.56,Bank transfer,0,0
C03382,75.13,4217.32,Credit card,1,0
C03383,18.0,1222.02,Electronic check,0,0
C03384,67.15,4343.24,Mailed check,2,0
C03385,61.0,3469.78,Electronic check,7,1
C03386,50.81,936.95,Mailed check,4,1
C03387,61.82,3408.47,Bank transfer,0,0
C03388,34.52,1850.33,Credit card,3,0
C03389,82.3,1750.75,Credit card,2,0
C03390,54.07,2664.38,Bank transfer,2,0
C03391,28.24,507.67,Credit card,0,0
C03392,68.86,2551.86,Mailed check,2,0
C03393,95.99,5484.98,Credit card,0,0
C03394,59.04,873.44,Credit card,1,0
C03395,59.5,1413.25,Bank transfer,2,0
C03396,31.34,1785.73,Electronic check,0,0
C03397,63.62,2135.09,Electronic check,0,0
C03398,82.93,5732.5,Mailed check,0,0
C03399,38.11,47.54,Bank transfer,1,0
C03400,89.36,4638.44,Electronic check,2,0
C03401,45.2,2627.26,Mailed check,0,0
C03402,58.95,3894.61,Electronic check,0,0
C03403,79.47,961.83,Electronic check,3,0
C03404,82.42,5746.13,Mailed check,1,1
C03405,49.39,1431.28,Bank transfer,2,0
C03406,53.48,1337.46,Credit card,1,0
C03407,86.48,2228.46,Credit card,3,0
C03408,108.97,4998.47,Credit card,5,1
C03409,86.91,4062.86,Mailed check,3,0
C03410,57.18,1939.14,Credit card,2,0
C03411,92.36,547.74,Bank transfer,1,1
C03412,54.09,3860.04,Electronic check,2,0
C03413,54.63,848.47,Mailed check,0,0
C03414,33.23,204.9,Credit card,3,0
C03415,22.37,921.78,Electronic check,3,0
C03416,56.14,1691.6,Bank transfer,3,0
C03417,27.86,1239.6,Mailed check,1,0
C03418,63.26,3917.41,Electronic check,3,0
C03419,23.29,171.42,Mailed check,2,0
C03420,24.65,503.3,Bank transfer,0,0
C03421,71.25,2656.92,Mailed check,3,0
C03422,56.96,3228.12,Electronic check,0,0
C03423,46.26,1955.07,Credit card,2,0
C03424,75.27,2095.97,Bank transfer,3,0
C03425,89.22,3946.21,Electronic check,3,0
C03426,76.32,5363.42,Bank transfer,1,0
C03427,61.77,2158.82,Bank transfer,0,0
C03428,18.0,1152.51,Electronic check,3,0
C03429,33.2,1868.89,Mailed check,2,0
C03430,55.54,1241.61,Electronic check,2,0
C03431,102.27,1861.9,Bank transfer,2,0
C03432,25.17,1381.85,Credit card,2,0
C03433,89.91,1365.4,Electronic check,3,0
C03434,19.26,460.09,Credit card,2,0
C03435,83.25,1432.68,Electronic check,1,0
C03436,61.66,2698.32,Mailed check,3,0
C03437,94.26,1988.31,Electronic check,7,1
C03438,70.38,3316.28,Electronic check,0,0
C03439,32.67,2208.11,Mailed check,3,0
C03440,25.06,1476.28,Mailed check,0,0
C03441,88.82,6021.04,Credit card,1,1
C03442,69.64,137.77,Bank transfer,3,0
C03443,74.36,2424.85,Electronic check,0,0
C03444,65.72,1043.18,Electronic check,0,0
C03445,76.24,5000.49,Bank transfer,0,0
C03446,89.81,4581.8,Credit card,3,0
C03447,55.65,1302.0,Electronic check,0,0
C03448,21.97,919.43,Credit card,0,0
C03449,21.14,875.2,Electronic check,0,0
C03450,79.18,2855.4,Mailed check,3,0
C03451,96.31,3324.56,Bank transfer,0,0
C03452,18.0,60.83,Credit card,0,0
C03453,65.25,2162.67,Electronic check,2,0
C03454,51.09,1301.53,Credit card,0,0
C03455,56.29,3291.32,Mailed check,2,0
C03456,115.75,7183.85,Credit card,0,0
C03457,65.71,3567.44,Credit card,0,0
C03458,53.89,155.08,Mailed check,3,0
C03459,62.74,3735.05,Credit card,3,0
C03460,40.3,1193.96,Mailed check,1,0
C03461,73.05,2156.12,Mailed check,0,0
C03462,52.78,3543.85,Mailed check,1,0
C03463,60.62,3729.62,Electronic check,0,0
C03464,51.26,196.68,Bank transfer,1,0
C03465,52.33,1328.97,Mailed check,3,1
C03466,70.15,3763.87,Mailed check,1,0
C03467,94.27,3662.27,Credit card,0,0
C03468,51.78,1010.45,Bank transfer,1,0
C03469,73.33,2795.7,Mailed check,1,0
C03470,22.2,1381.04,Mailed check,3,0
C03471,71.8,1181.97,Bank transfer,1,0
C03472,28.53,1546.17,Bank transfer,2,0
C03473,72.8,3839.5,Electronic check,0,0
C03474,46.39,2902.5,Electronic check,3,0
C03475,18.0,383.05,Bank transfer,1,0
C03476,90.92,1459.87,Credit card,2,0
C03477,70.86,2791.67,Electronic check,1,0
C03478,48.12,1806.76,Mailed check,0,0
C03479,74.15,2222.92,Electronic check,3,0
C03480,116.35,6512.69,Bank transfer,3,0
C03481,44.19,2548.51,Bank transfer,3,0
C03482,79.21,1444.03,Bank transfer,3,1
C03483,78.75,4467.67,Electronic check,2,0
C03484,22.87,405.54,Bank transfer,1,0
C03485,27.87,802.2,Bank transfer,6,1
C03486,44.98,95.55,Mailed check,1,0
C03487,68.78,1693.49,Mailed check,3,0
C03488,83.1,5692.48,Electronic check,3,0
C03489,18.0,569.89,Electronic check,0,0
C03490,54.43,2755.93,Bank transfer,1,0
C03491,66.56,528.53,Mailed check,0,0
C03492,84.72,3883.41,Credit card,0,0
C03493,52.55,1419.93,Mailed check,1,0
C03494,50.57,2685.17,Credit card,3,0
C03495,102.26,6763.9,Credit card,0,0
C03496,58.72,2246.0,Mailed check,1,1
C03497,54.19,460.23,Electronic check,1,0
C03498,56.78,1932.37,Credit card,0,0
C03499,97.2,849.54,Electronic check,3,0
C03500,49.29,1597.46,Mailed check,4,1
C03501,81.81,414.73,Electronic check,2,1
C03502,30.01,1396.15,Credit card,3,0
C03503,53.06,1237.07,Electronic check,6,1
C03504,57.79,861.26,Electronic check,1,0
C03505,18.0,30.19,Electronic check,0,0
C03506,30.16,1971.29,Credit card,3,0
C03507,18.46,1081.1,Electronic check,2,0
C03508,66.64,3855.67,Electronic check,1,0
C03509,49.27,263.97,Electronic check,1,0
C03510,52.29,1303.41,Mailed check,3,0
C03511,53.74,3696.28,Bank transfer,3,0
C03512,18.0,772.41,Mailed check,1,0
C03513,21.8,245.86,Bank transfer,1,0
C03514,84.77,936.07,Electronic check,3,0
C03515,70.88,1315.15,Electronic check,3,0
C03516,95.03,6654.37,Bank transfer,2,0
C03517,88.63,1160.58,Mailed check,1,1
C03518,43.21,2787.92,Credit card,3,0
C03519,58.65,2904.99,Bank transfer,7,1
C03520,73.43,4857.68,Bank transfer,3,0
C03521,40.42,2364.77,Electronic check,4,1
C03522,57.47,1390.92,Credit card,2,0
C03523,95.66,5655.25,Credit card,1,0
C03524,57.38,733.36,Electronic check,0,0
C03525,45.43,928.32,Bank transfer,3,0
C03526,66.34,1055.57,Credit card,3,0
C03527,76.05,747.68,Bank transfer,0,0
C03528,81.59,576.51,Electronic check,2,0
C03529,41.06,569.22,Mailed check,2,0
C03530,93.17,848.68,Electronic check,3,0
C03531,56.36,1582.8,Credit card,0,0
C03532,55.17,346.54,Electronic check,1,0
C03533,28.79,156.11,Bank transfer,2,0
C03534,114.06,8118.75,Credit card,5,1
C03535,55.01,367.32,Bank transfer,0,0
C03536,66.08,418.11,Electronic check,0,0
C03537,59.63,218.69,Mailed check,3,0
C03538,18.0,205.07,Credit card,2,0
C03539,23.26,853.51,Credit card,2,0
C03540,18.0,1095.71,Mailed check,5,1
C03541,92.74,4931.02,Mailed check,1,0
C03542,68.68,2905.29,Mailed check,2,1
C03543,55.56,372.56,Bank transfer,5,1
C03544,18.0,960.43,Mailed check,1,0
C03545,56.04,198.21,Electronic check,0,0
C03546,47.31,2119.11,Bank transfer,3,0
C03547,41.09,1215.81,Bank transfer,5,1
C03548,23.45,1445.35,Electronic check,2,1
C03549,79.51,1713.99,Electronic check,3,0
C03550,87.65,4031.74,Mailed check,1,0
C03551,47.51,1538.78,Bank transfer,0,0
C03552,87.84,3344.17,Credit card,3,0
C03553,82.24,5507.05,Electronic check,0,0
C03554,60.93,3134.94,Mailed check,3,0
C03555,94.16,2854.95,Electronic check,3,0
C03556,36.93,1163.16,Credit card,1,0
C03557,21.65,1107.91,Bank transfer,3,0
C03558,21.02,528.0,Bank transfer,3,0
C03559,18.0,209.74,Electronic check,3,0
C03560,52.07,1779.57,Bank transfer,3,0
C03561,32.99,194.76,Mailed check,3,0
C03562,82.18,1027.92,Bank transfer,0,0
C03563,41.66,1254.4,Electronic check,1,0
C03564,78.3,4466.28,Mailed check,2,1
C03565,72.06,4030.53,Electronic check,1,1
C03566,33.5,651.78,Credit card,3,0
C03567,76.73,2296.49,Electronic check,0,0
C03568,58.89,633.27,Electronic check,3,0
C03569,63.11,3424.11,Mailed check,3,0
C03570,73.63,1300.04,Mailed check,1,1
C03571,63.51,3606.02,Credit card,3,0
C03572,51.77,3089.23,Credit card,2,0
C03573,85.21,4209.48,Electronic check,3,0
C03574,49.26,1185.11,Mailed check,2,0
C03575,94.48,6397.01,Credit card,2,1
C03576,37.86,1860.45,Mailed check,2,0
C03577,62.27,2841.81,Electronic check,3,1
C03578,89.62,5472.22,Mailed check,1,0
C03579,47.54,2967.98,Electronic check,1,0
C03580,90.77,513.99,Mailed check,3,0
C03581,26.68,1695.23,Mailed check,0,0
C03582,73.64,4037.4,Electronic check,2,0
C03583,25.87,413.16,Mailed check,1,1
C03584,25.56,518.2,Electronic check,1,0
C03585,49.97,2709.76,Credit card,1,0
C03586,70.43,1117.01,Electronic check,3,0
C03587,39.28,1310.93,Bank transfer,0,0
C03588,18.0,873.58,Electronic check,1,0
C03589,77.23,3641.94,Mailed check,3,0
C03590,56.98,3697.83,Bank transfer,3,0
C03591,65.94,529.5,Credit card,3,0
C03592,49.32,1061.87,Electronic check,2,1
C03593,54.36,3806.61,Electronic check,3,0
C03594,75.04,3063.99,Mailed check,1,0
C03595,84.27,1497.75,Mailed check,2,0
C03596,27.91,595.81,Credit card,1,0
C03597,58.56,1486.51,Mailed check,2,0
C03598,18.0,733.38,Mailed check,1,0
C03599,75.52,1620.78,Credit card,4,1
C03600,48.1,2170.42,Mailed check,5,1
C03601,20.68,650.65,Electronic check,0,0
C03602,68.5,3041.17,Electronic check,1,0
C03603,50.9,583.92,Mailed check,3,0
C03604,18.0,793.88,Electronic check,5,1
C03605,28.56,1886.7,Electronic check,0,0
C03606,24.62,225.72,Mailed check,2,0
C03607,62.16,1502.56,Electronic check,0,0
C03608,70.64,3523.4,Mailed check,3,0
C03609,45.83,2037.58,Credit card,0,0
C03610,60.86,2931.26,Mailed check,2,0
C03611,18.0,757.89,Electronic check,2,0
C03612,35.31,1694.99,Mailed check,1,0
C03613,78.89,3480.54,Bank transfer,1,1
C03614,46.02,278.76,Credit card,1,0
C03615,98.49,5320.66,Bank transfer,1,0
C03616,44.49,1415.43,Bank transfer,2,0
C03617,56.09,230.9,Mailed check,5,1
C03618,55.15,1615.22,Mailed check,3,0
C03619,18.0,517.91,Credit card,3,0
C03620,96.17,656.53,Electronic check,3,1
C03621,108.19,7641.55,Bank transfer,1,1
C03622,66.12,1065.52,Bank transfer,0,0
C03623,86.49,2055.76,Bank transfer,3,0
C03624,85.31,2728.19,Bank transfer,1,0
C03625,76.3,4583.8,Electronic check,3,0
C03626,107.36,5686.32,Credit card,5,1
C03627,37.23,2060.53,Credit card,1,0
C03628,18.63,306.86,Credit card,0,0
C03629,18.0,1096.25,Credit card,0,0
C03630,96.12,5660.37,Credit card,5,1
C03631,54.46,1815.47,Electronic check,3,0
C03632,33.34,1272.88,Electronic check,1,0
C03633,66.78,207.31,Electronic check,2,0
C03634,44.69,2443.22,Electronic check,5,1
C03635,84.07,5809.84,Bank transfer,3,0
C03636,98.5,3336.4,Electronic check,3,0
C03637,63.77,2493.2,Electronic check,3,0
C03638,61.69,2207.24,Bank transfer,0,0
C03639,21.83,152.2,Electronic check,1,1
C03640,61.19,2762.04,Bank transfer,0,0
C03641,45.21,2353.88,Bank transfer,1,0
C03642,98.16,6506.05,Electronic check,1,0
C03643,82.41,5522.15,Mailed check,0,0
C03644,55.14,1900.29,Mailed check,2,0
C03645,21.48,1482.46,Bank transfer,1,0
C03646,62.61,2373.24,Mailed check,1,1
C03647,70.67,3249.93,Mailed check,1,0
C03648,33.06,1431.12,Credit card,5,1
C03649,47.35,3375.26,Credit card,2,0
C03650,75.8,3995.17,Bank transfer,2,0
C03651,51.84,466.37,Mailed check,2,0
C03652,73.33,435.48,Mailed check,7,1
C03653,73.04,2195.01,Mailed check,1,0
C03654,109.4,4055.64,Bank transfer,2,0
C03655,89.22,4280.87,Bank transfer,4,1
C03656,18.0,605.07,Electronic check,3,0
C03657,82.34,3044.1,Bank transfer,1,0
C03658,60.62,4023.51,Bank transfer,0,0
C03659,23.04,530.09,Mailed check,7,1
C03660,45.25,1655.5,Electronic check,2,0
C03661,69.7,2753.7,Bank transfer,1,0
C03662,66.16,2252.84,Electronic check,1,0
C03663,85.24,5868.42,Credit card,3,0
C03664,19.17,1321.67,Bank transfer,3,0
C03665,67.23,2501.57,Electronic check,3,0
C03666,86.38,2782.19,Bank transfer,3,0
C03667,79.03,3344.32,Bank transfer,1,0
C03668,62.35,778.87,Bank transfer,4,1
C03669,80.63,2481.15,Mailed check,0,0
C03670,73.62,1165.7,Bank transfer,3,0
C03671,34.39,362.51,Bank transfer,1,0
C03672,48.18,345.03,Mailed check,0,0
C03673,64.77,2735.65,Bank transfer,1,0
C03674,81.42,43.55,Electronic check,7,1
C03675,51.05,2325.57,Mailed check,2,0
C03676,39.12,1208.52,Electronic check,2,1
C03677,18.0,485.04,Electronic check,2,0
C03678,31.9,1785.3,Electronic check,3,1
C03679,89.62,3469.55,Bank transfer,0,0
C03680,36.02,1897.23,Credit card,1,0
C03681,61.49,3161.05,Mailed check,7,1
C03682,18.0,42.83,Mailed check,5,1
C03683,28.52,469.92,Bank transfer,2,0
C03684,68.84,2811.96,Credit card,3,0
C03685,92.58,6474.68,Bank transfer,0,0
C03686,92.04,1022.85,Credit card,1,0
C03687,84.67,670.92,Electronic check,6,1
C03688,77.96,5207.31,Electronic check,0,0
C03689,99.55,6882.04,Electronic check,0,0
C03690,89.43,1054.18,Bank transfer,2,0
C03691,48.87,1431.25,Mailed check,0,0
C03692,103.73,4659.83,Electronic check,1,0
C03693,77.56,1066.58,Credit card,1,0
C03694,61.22,1485.09,Credit card,0,0
C03695,46.42,1336.35,Mailed check,1,0
C03696,54.99,2524.44,Bank transfer,0,0
C03697,41.31,868.1,Credit card,4,1
C03698,51.11,1508.67,Credit card,3,0
C03699,68.39,1458.3,Bank transfer,3,0
C03700,82.13,4437.68,Electronic check,6,1
C03701,81.03,913.24,Mailed check,1,0
C03702,69.95,1186.24,Electronic check,2,0
C03703,76.21,1372.25,Mailed check,0,0
C03704,65.66,4300.05,Mailed check,2,0
C03705,90.07,6132.43,Credit card,2,0
C03706,42.48,1561.33,Electronic check,0,0
C03707,59.18,700.14,Electronic check,2,0
C03708,61.19,3298.38,Mailed check,1,0
C03709,32.81,1132.1,Mailed check,2,0
C03710,55.12,3372.7,Credit card,1,0
C03711,102.94,2657.46,Bank transfer,2,0
C03712,58.29,4171.71,Mailed check,0,0
C03713,64.14,3686.71,Electronic check,2,0
C03714,18.0,287.09,Electronic check,0,0
C03715,98.31,5099.67,Credit card,2,0
C03716,21.68,459.61,Mailed check,2,0
C03717,28.06,685.5,Electronic check,2,0
C03718,81.21,1465.48,Electronic check,4,1
C03719,70.32,3452.88,Mailed check,3,0
C03720,116.91,2231.48,Credit card,1,0
C03721,43.94,2056.01,Bank transfer,0,0
C03722,46.15,1936.42,Credit card,5,1
C03723,66.56,3587.71,Electronic check,4,1
C03724,77.63,5507.56,Mailed check,6,1
C03725,52.96,23.24,Credit card,2,0
C03726,74.83,5331.3,Mailed check,3,0
C03727,63.29,486.13,Electronic check,7,1
C03728,49.77,1911.85,Mailed check,3,0
C03729,75.3,1864.15,Electronic check,0,0
C03730,101.59,4639.02,Mailed check,6,1
C03731,33.09,1671.91,Mailed check,0,0
C03732,70.94,4415.4,Credit card,1,0
C03733,74.83,2195.32,Mailed check,3,0
C03734,39.83,2675.47,Mailed check,7,1
C03735,89.48,2036.81,Electronic check,3,0
C03736,48.68,706.22,Electronic check,7,1
C03737,85.82,2307.34,Credit card,2,0
C03738,89.48,3417.87,Mailed check,1,1
C03739,56.27,2694.87,Credit card,2,0
C03740,40.63,2408.04,Mailed check,1,0
C03741,80.81,1274.63,Bank transfer,3,0
C03742,103.5,2280.29,Credit card,1,0
C03743,77.4,5209.21,Credit card,2,0
C03744,78.65,2528.85,Bank transfer,0,0
C03745,118.0,2106.56,Mailed check,4,1
C03746,69.26,4847.37,Electronic check,3,0
C03747,18.0,595.85,Credit card,1,0
C03748,71.62,5011.93,Electronic check,3,1
C03749,73.19,4797.8,Mailed check,1,0
C03750,49.91,3229.88,Bank transfer,3,1
C03751,68.36,2805.74,Mailed check,0,0
C03752,90.76,5178.88,Electronic check,0,0
C03753,81.34,5638.42,Electronic check,3,1
C03754,33.48,698.68,Bank transfer,3,0
C03755,22.29,65.22,Mailed check,2,0
C03756,25.77,574.71,Bank transfer,2,0
C03757,32.87,1507.5,Electronic check,0,0
C03758,19.54,764.54,Electronic check,0,0
C03759,75.76,479.09,Electronic check,2,0
C03760,59.36,2381.46,Electronic check,1,0
C03761,96.23,1217.09,Bank transfer,0,0
C03762,30.77,1123.56,Electronic check,2,0
C03763,79.59,3224.76,Bank transfer,2,0
C03764,73.89,3402.72,Electronic check,3,1
C03765,70.3,2142.34,Mailed check,1,0
C03766,71.75,2047.93,Electronic check,3,0
C03767,50.01,2447.97,Electronic check,0,0
C03768,81.27,4387.1,Credit card,2,0
C03769,95.2,5521.37,Mailed check,1,0
C03770,23.55,581.42,Bank transfer,0,0
C03771,62.33,1918.47,Mailed check,1,0
C03772,55.38,1342.5,Electronic check,0,0
C03773,75.98,2881.51,Credit card,3,0
C03774,89.85,900.86,Mailed check,3,1
C03775,64.24,1963.09,Electronic check,1,0
C03776,51.76,745.93,Credit card,2,1
C03777,34.97,1332.04,Credit card,1,0
C03778,46.52,2849.34,Bank transfer,3,0
C03779,58.01,4082.88,Bank transfer,3,0
C03780,68.26,2178.59,Mailed check,1,1
C03781,101.02,398.98,Credit card,1,0
C03782,86.03,1426.81,Mailed check,6,1
C03783,29.88,242.48,Bank transfer,0,0
C03784,44.32,2420.67,Credit card,1,0
C03785,95.77,6702.77,Bank transfer,2,0
C03786,25.75,1013.25,Mailed check,1,0
C03787,60.34,802.16,Electronic check,5,1
C03788,22.35,15.95,Bank transfer,1,0
C03789,75.78,5292.14,Mailed check,2,1
C03790,72.92,1663.74,Credit card,3,0
C03791,86.21,707.48,Credit card,3,1
C03792,18.0,238.55,Electronic check,1,0
C03793,29.81,554.69,Bank transfer,1,0
C03794,36.51,1705.82,Electronic check,3,0
C03795,84.84,5433.23,Bank transfer,2,0
C03796,52.68,1057.55,Credit card,0,0
C03797,62.37,3059.09,Electronic check,2,0
C03798,81.46,393.93,Electronic check,1,0
C03799,89.14,110.66,Bank transfer,3,0
C03800,69.85,311.35,Electronic check,2,0
C03801,70.24,4664.04,Bank transfer,4,1
C03802,71.56,3030.06,Credit card,3,0
C03803,62.18,3654.15,Mailed check,0,0
C03804,64.86,115.74,Electronic check,1,0
C03805,47.12,81.51,Mailed check,2,1
C03806,18.1,1076.03,Electronic check,1,0
C03807,60.62,480.25,Credit card,1,0
C03808,18.0,191.23,Mailed check,4,1
C03809,62.33,2332.65,Bank transfer,0,0
C03810,67.27,2964.47,Mailed check,0,0
C03811,53.61,904.84,Credit card,0,0
C03812,37.24,1169.97,Credit card,0,0
C03813,55.17,2622.55,Mailed check,1,1
C03814,57.5,1829.66,Electronic check,0,0
C03815,69.75,1985.55,Bank transfer,0,0
C03816,81.73,513.39,Bank transfer,4,1
C03817,75.46,2505.42,Mailed check,1,0
C03818,65.02,3662.78,Electronic check,2,0
C03819,62.03,2789.42,Credit card,3,0
C03820,73.24,4682.47,Electronic check,0,0
C03821,89.74,793.8,Electronic check,0,0
C03822,19.54,20.71,Bank transfer,0,0
C03823,47.54,1836.04,Mailed check,0,0
C03824,36.53,464.18,Credit card,3,0
C03825,71.74,3067.68,Credit card,2,0
C03826,32.74,2115.15,Electronic check,4,1
C03827,74.18,1714.49,Mailed check,1,1
C03828,41.25,1651.69,Electronic check,1,0
C03829,89.2,4383.58,Bank transfer,0,0
C03830,33.7,354.65,Electronic check,2,0
C03831,68.67,4417.08,Credit card,0,0
C03832,64.43,949.12,Bank transfer,5,1
C03833,65.24,3759.54,Bank transfer,2,0
C03834,53.47,2533.98,Credit card,0,0
C03835,65.13,705.85,Electronic check,3,1
C03836,63.78,3321.37,Mailed check,1,0
C03837,83.97,1146.29,Electronic check,0,0
C03838,103.99,4468.45,Bank transfer,1,1
C03839,36.95,2543.24,Mailed check,2,0
C03840,81.95,5565.12,Electronic check,1,0
C03841,45.66,2823.68,Electronic check,2,0
C03842,63.42,2286.91,Credit card,1,0
C03843,37.82,1515.16,Electronic check,0,0
C03844,55.05,1221.45,Electronic check,3,0
C03845,53.94,3520.2,Bank transfer,2,0
C03846,75.93,2611.58,Mailed check,0,0
C03847,114.28,6281.21,Mailed check,1,0
C03848,65.76,1699.25,Electronic check,1,0
C03849,62.19,3302.81,Mailed check,1,0
C03850,63.25,1008.42,Mailed check,1,0
C03851,85.73,4546.11,Mailed check,6,1
C03852,94.19,369.27,Credit card,3,0
C03853,91.9,746.61,Electronic check,1,0
C03854,39.55,996.11,Credit card,2,0
C03855,96.85,3394.44,Mailed check,1,0
C03856,65.17,3313.51,Electronic check,3,0
C03857,118.0,3031.64,Mailed check,4,1
